"Program","xPONENT","","Intelliflex"
"Build",""
"Date","2023-04-07","14:23"



"SN","IFLEXP22311001"
"Batch","PLATE_04072023_RUN002"
"Version","1"
"Operator","TBD"
"ComputerName","TBD"
"Country Code","409"
"ProtocolName",""
"ProtocolVersion","N/A"
"ProtocolDescription",""
"ProtocolDevelopingCompany",""
"PanelName","62plex_CVI_VPD_MALCOM [v1]"
"MaxSampleUptakeVolume","50 ul"
"DDGate","7000 to 30000"
"SampleTimeout","40 sec"
"BatchStartTime","2023-04-07 12:39"
"BatchStopTime","2023-04-07 13:50"
"BatchDescription",""
"ProtocolPlate","Name","TBD","Type","96","Plates","1"
"ProtocolMicrosphere","Map","TBD","Type","TBD","Count","TBD"
"ProtocolAnalysis","Off"
"NormBead","None"
"ProtocolHeater","Off"
"ProtocolOperatingMode","Luminex® 200™ Low PMT"
"BeadType","MagPlex"
"PrePlateRoutine",""
"PostPlateRoutine","Weekly Maintenance"
"PostWellRoutine",""
"PlateReadDirection","Horizontal"


"Most Recent Calibration and Control Results:"
"Last Calibration","Calibrated 04/04/2023 09:50"
"Last Verification","Verified 04/07/2023 08:55"
"Last Fluidics Test","Lot Expired 04/07/2023 09:08"

"CALInfo:"
"Classification Calibrator"
"Lot","ExpirationDate","CalibrationTime","CL1 Calibrated","CL1 Gain Final Volts","CL2 Calibrated","CL2 Gain Final Volts","CL3 Calibrated","CL3 Gain Final Volts","EDR Gain Calibrated","EDR Gain Final Volts","Lx200 RP1 High Gain Calibrated","Lx200 RP1 High Gain Final Volts","Lx200 RP1 Low Gain Calibrated","Lx200 RP1 Low Gain Final Volts","DDMag Calibrated","DDMag Gain Final Volts","DDMicro Calibrated","DDMicro Gain Final Volts","Standard RP1 Gain Calibrated","Standard RP1 Gain Final Volts"
"B88778","06/14/2023 00:00","04/04/2023 09:50","True","85.48","True","85.93","True","83.90","True","84.03","True","575.85","True","467.74","True","59.04","True","86.47","True","606.00"

"Samples","83","Min Events","","Per Bead"

"Results"

"DataType:","Median"
"Location","Sample","Adenovirus T3","Adenovirus T5","Bordetella p. Toxin","Bordetella p. FHA","HKU1_S","OC43_NP","OC43_S","HKU1_NP","CMV","Diptheria Toxin","229E_NP","Mumps_NP","EBV gp125","NL63_NP","Echovirus","Enterovirus CoxB3 VP1","HBeAg","NL63_S","229E_S","HBcAg","HCcAg","Measles_NP","ADE5","HEV ORF2","Measles lysate","Rub","ADE40","Mumps lysate","Tet_Tox","FluA","Norovirus GII.4 VLP","Norovirus GII.4 VP1","Norovirus GII.6 VLP","Respiratory Syncytial A","Respiratory Syncytial B","RSV gG","Rhinovirus T1A lysate","Rotavirus VP7","Tetanus Toxin","Varicella-Zoster Virus","Toxoplasma gondii SAG2","Hepatitis A","HBsAg","Mumps","Rubella Capsid","Rubella E2","HPV 16","HPV 18","Varicella-Zoster Virus ORF26","Lepto_CNR","OspA","OspC","p41B31","p41PKo","VlsEB31","VlSEPBi","B.Afzelii","B.Garinii","B.b Flagellin","B.b VlsE","OspB","EColi_lysat","Total Events"
"21(1,B9)","2-SERPR5242","3122.31348","4751.54297","441.73535","8513.57617","210.1709","182.93945","95.23438","483.34961","375.0332","1355.33398","145.45898","148.22656","530.3623","142.21973","104.125","610.71875","359.12891","71.46289","107.4043","855.37891","201.56543","244.11914","15007.05078","292.4082","208.86133","112.38477","773.55273","105.76953","8060.41602","242.16602","407.43457","225.90137","423.375","497.00977","147.06641","397.02246","405.16406","570.53906","930.375","283.17383","430.51465","667.47266","504.64062","273.64062","259.61133","489.31445","208.69531","379.94922","251.50586","1502.62793","2043.54102","1994.05859","1985.12109","1923.69336","123.58789","1865.32227","59.95605","97.29688","1867.30469","129.53711","2061.25977","121.96484","3461"
"22(1,B10)","2-SERPR5250","1091.12305","3264.23145","111.41699","3486.11133","2565.0459","228.82812","798.52734","365.70898","253.17578","390.54883","143.41992","579.70117","7568.64648","806.19336","187.99414","3748.81055","379.00586","469.51367","1715.14062","1231.00781","330.75391","225.5293","6098.08594","187.66016","198.80371","656.0127","786.55859","209.19531","5100.03125","418.36328","371.67773","394.94141","435.69922","181.83008","387.25977","192.82422","288.0957","219.2793","323.62793","5787.10547","347.61523","216.06445","265.75293","295.08398","311.60254","313.48242","201.7832","256.73926","220.52148","460.47461","261.96289","321.17969","288.18359","951.81445","87.94141","246.76367","91.88477","218.94727","488.76562","158.60449","329.46094","549.65039","4148"
"23(1,B11)","2-SERPR5258","135.64453","203.22266","473.73242","16883.16797","1541.03027","976.79492","3984.04688","401.96875","218.99805","580.16797","183.28125","130.4668","8803.09961","686.50195","673.4668","2864.2207","417.46484","521.19922","1299.08594","1530.15625","146.1582","116.50195","72.90625","4662.11523","323.70703","1222.71289","89.23828","273.62305","5997.88672","149.33789","1623.76367","2508.39258","899.82617","180.34375","1240.69531","508.60547","124.09766","730.91406","132.75195","4771.62988","137.125","160.3623","143.72266","184.06641","189.36133","495.38867","163.80664","173.19238","179.1543","944.79297","392.10352","355.57422","449.63867","391.10352","93.63477","390.43164","148.88477","325.4043","436.41406","154.54883","518.68652","512.41211","3847"
"24(1,B12)","2-SERPR5280","2085.64551","2545.24023","373.08594","12293.23047","949.69434","3687.2041","712.3877","1306.07617","2129.60156","531.5918","240.91406","253.52637","12206.53125","1443.47363","519.10352","2565.83496","324.77734","454.60352","2316.09668","1528.39746","317.25586","307.16602","9267.53711","237.07129","623.20898","1438.28516","5451.5293","329.54688","1548.9082","97.53418","1084.80859","1675.86426","875.54297","284.96582","1098.24023","238.01172","304.60547","371.93164","360.93359","2708.02734","365.80664","307.87695","314.82129","353.40234","299.80859","806.37207","231.37793","316.48438","193.61914","675.70215","518.3584","525.62402","859.79492","1040.01367","121.20313","573.60449","241.88867","342.40918","572.96875","134.56836","617.99609","418.3457","3782"
"25(1,C1)","2-SERPR5288","3326.98828","4289.79492","259.91699","3621.66406","2339.29492","720.45996","863.41504","498.20898","184.18164","249.69727","122.27148","775.12793","6624.28613","66.58496","638.81055","609.33398","299.63281","982.43652","3627.53223","1213.75781","185.07812","270.41406","14170.875","172.77344","625.60156","608.00293","4064.58008","157.59082","906.86719","139.83301","3070.13867","4387.42969","2441.375","111.61816","585.71777","330.7168","108.12695","447.91211","123.48828","5532.01465","128.41406","101.50586","110.33105","132.74219","178.9668","186.32812","128.11035","125.5752","113.21484","630.8125","238.23633","172.63477","269.68945","236.83594","114.2168","247.81641","71.86621","127.16406","316.37109","87.37402","294.14258","371.57422","3333"
"26(1,C2)","2-SERPR5296","1541.0498","2293.19629","481.76758","12055.29102","3185.72656","1296.29102","635.46484","1186.59863","234.47266","3439.59961","173.67969","616.55859","191.37695","389.26855","721.74805","1262.56152","484.33984","372.24414","1575.49023","1725.80469","164.36914","167.75","7807.16211","294.06445","532.4082","607.21484","2038.81445","264.75781","2167.94043","1315.30371","481.91406","570.84961","521.9707","186.42871","1371.24805","476.10352","156.6416","199.08301","194.85547","1604.0957","194.11914","135.5918","190.05566","294.57617","199.47168","334.28906","167.22266","210.64453","188.86719","867.90625","1033.0957","510.52344","906.01172","1127.86719","102.56738","1007","118.49609","404.48633","1037.34375","112.85352","918.84668","580.40625","3838"
"27(1,C3)","2-SERPR5304","3494.90234","3706.7832","244.51074","5721.11523","803.53125","1278.01953","416.20703","248.74414","282.73926","2965.92285","121.25195","152.94629","286.13086","849.65332","612.71875","834.4873","287.5957","1343.77734","243.63867","817.4375","454.36914","350.05469","13717.38867","168.80469","1235.09766","702.34863","5050.87207","200.375","3365.61035","117.16016","319.49414","344.20215","1704.25977","251.69336","825.25586","138.72266","375.74805","1711.91016","666.50586","8273.34277","474.52734","267.82129","321.36426","267.47266","283.3125","653.68262","192.11328","305.90039","212.07422","295.93848","144.15234","202.45312","254.98047","275.29492","97.74414","168.37891","186.28223","190.07227","210.17188","109.02539","149.49609","103.63867","3337"
"28(1,C4)","2-SERPR5312","537.4209","555.11523","341.57617","4121.42578","175.98828","1643.29492","700.56641","459.33203","256.09375","1651.82812","375.85742","265.10156","264.46484","1448.14648","1225.11523","1457.05957","477.02734","1335.19727","4560.20898","1000.42383","336.09082","227.33203","1715.89062","261.10938","418.86133","1751.88086","6994.3125","442.94336","6100.99707","323.13281","1234.36133","1887.08496","1700.3457","182.05273","766.73438","275.23438","271.24902","444.86914","500.98047","5772.9248","325.27832","312.78906","1855.91699","309.47266","341.06055","479.35645","234.79688","291.64941","326.63281","2036.83203","336.91992","709.32227","475.60547","572.44043","168.26172","326.29492","625.94141","798.41602","507.21289","172.57227","416.56543","1121.68945","3996"
"29(1,C5)","2-SERPR5320","1841.21094","3153.76562","422.33594","3532.07617","1095.09668","606.95898","532.43945","482.37109","2888.94336","4740.07812","300.13281","247.90039","1240.32031","440.6543","1723.68945","2008.8418","476.31445","408.02832","603.99707","870.78711","476.36523","199.70898","9762.71094","527.49609","672.75391","1084.78906","1430.53516","314.4043","6744.45117","133.41016","1888.37891","2592.39648","10628.80664","427.2168","1290.20801","818.80273","475.40723","882.93652","658.76855","6095.50488","535.00293","373.54199","414.86426","338.33984","464.92383","575.63672","360.75195","413.74902","295.42383","1920.20508","1700.28418","1799.07812","1564.14453","1772.96387","251.68555","2050.85449","1942.46875","1264.91699","1704.13379","162.51465","1838.91504","580.45703","3927"
"30(1,C6)","2-SERPR5328","3407.04492","3746.19824","170.88086","3628.24609","911.50977","3161.28711","3710.58398","444.36328","326.66797","4847.99805","401.79688","74.69336","5294.70605","790.05859","1883.36426","2989.94531","442.25","196.93164","1990.81055","776.29102","667.45312","125.76172","12468.31348","253.56055","324.4248","557.50586","1922.61523","201.77734","3421.31445","369.20312","2230.60645","2750.81445","2998.49805","360.375","1152.63965","126.51172","555.37891","439.25195","450.14062","4487.84375","739.39746","332.16797","418.09375","337.07324","384.42383","514.61328","277.33398","469.53125","355.54883","933.27832","235.81543","280.39648","268.23145","265.48633","99.35352","232.67773","150.86914","599.69141","329.10156","283.86914","332.04395","527.23828","3306"
"31(1,C7)","2-SERPR5336","2157.84375","5074.44629","355.93359","10536.91406","1513.39355","527.89062","1001.87695","394.60938","2429.96191","2151.70801","192.7207","161.00586","15077.57812","431.16016","945.34766","2143.57422","691.38281","484.51953","2006.7207","1722.26172","1312.87988","592.7041","8712.50195","334.59375","1492.83887","149.56445","3747.78809","390.13086","9729.69141","1149.57812","2722.50391","3723.41309","5250.26562","605.74805","1617.94336","674.08984","1042.59277","912.57031","1573.81934","2067.71484","1204.50586","574.00586","797.63965","606.51465","658.40234","981.0332","406.65625","769.26562","458.46875","1117.0957","1351.73535","674.54004","1098.64648","1263.55273","161.41211","1281.00195","293.02637","289.89746","1176.93359","168.66602","1285.91602","182.50391","3288"
