Program	xPONENT		Intelliflex																																																													
"19(1,B7)"	2-SERPR7162	1192	1650	194	8960	2574	272	698	526	4272	3499	197	73	11802	1859	328	3635	205	395	713	1121	236	100	5582	373	364	973	1681	178	4355	78	1263	1935	1976	197	1260	387	192	236	506	10637	248	130	263	219	223	359	222	233	309	3085	619	279	420	673	111	484	168	157	569	108	592	455	4130
"20(1,B8)"	2-SERPR7170	3157	3611	263	8736	3160	2015	4373	1075	1075	3431	349	335	2009	1895	2573	2615	1243	592	1241	1934	427	328	12602	546	772	715	5582	1032	5565	419	2974	6164	8530	2923	1367	928	1137	3031	2017	4935	1641	699	1977	881	1344	1577	714	1263	1116	2328	3091	3449	2979	3702	237	3097	493	675	3025	1288	4447	791	3777
"21(1,B9)"	2-SERPR7178	2858	5493	1516	10919	5152	222	1678	381	403	3963	164	242	10707	840	456	1489	295	912	645	1489	421	116	9849	728	805	1046	645	422	14523	175	3478	2517	3096	328	1890	2917	440	1123	671	7889	515	402	820	328	364	698	437	350	377	1652	4129	1935	6964	8735	568	6061	672	1013	6963	223	6290	596	3780
"22(1,B10)"	2-SERPR7186	2529	1691	157	2283	1398	1859	2313	778	237	1721	158	125	174	1289	286	428	193	527	109	1398	118	130	11209	210	632	834	761	501	1934	218	263	357	8910	126	986	142	96	2849	118	7558	134	102	116	210	222	448	134	167	178	1291	297	185	387	395	88	363	116	141	605	126	363	329	3487
"23(1,B11)"	2-SERPR7194	873	3967	75	1823	448	210	419	132	3213	1011	62	88	1890	62	3213	2834	198	373	1007	775	536	83	5245	151	157	754	1714	474	1119	54	601	1093	4131	421	1029	145	583	393	492	4021	629	291	643	189	841	473	185	394	304	272	104	118	171	161	56	111	116	139	198	70	122	66	3196
"24(1,B12)"	2-SERPR7202	1858	2021	209	2527	1262	438	1239	295	157	2189	170	133	4557	1512	537	504	122	139	3290	776	102	232	8063	189	350	1012	2681	182	6973	66	83	160	111	75	988	193	75	181	515	2429	90	88	142	78	126	137	85	83	113	762	379	170	336	536	62	279	85	232	422	57	310	268	3999
"25(1,C1)"	2-SERPR7115	4838	4485	336	8916	3151	3021	3883	1614	258	1547	148	314	213	1141	252	1714	211	395	4031	1708	120	134	15452	317	198	2282	1029	263	9078	646	2632	1902	861	167	1713	429	123	2786	607	8711	158	126	125	189	316	2325	156	160	157	732	405	256	402	645	102	492	104	160	633	145	473	182	4123
"26(1,C2)"	2-SERPR7123	2798	1977	181	1613	1343	2381	380	775	241	645	210	133	7123	1742	1454	4468	363	985	91	2689	241	329	8757	133	911	1645	1789	238	3645	358	370	701	4388	386	1256	247	229	222	247	1936	315	219	484	430	1312	336	285	228	357	878	454	332	549	557	90	295	209	320	570	210	630	858	4092
"27(1,C3)"	2-SERPR7131	1145	1387	192	3218	1645	148	329	201	214	1947	204	256	5459	209	3712	3309	171	528	646	403	123	198	5241	285	476	514	2238	100	5057	279	186	713	3931	73	670	585	134	142	656	2738	187	91	136	344	157	205	160	108	145	414	1237	435	946	988	61	928	161	336	968	83	911	118	3044
"28(1,C4)"	2-SERPR7139	4850	8569	285	2184	3640	514	1580	516	403	4838	351	116	6988	1142	1072	1394	279	630	2577	1900	592	81	10936	604	405	1121	2967	280	4747	116	1279	2632	5925	291	1315	743	419	606	278	5368	420	285	467	437	302	290	201	321	301	1262	1489	931	1493	1394	233	1521	201	252	1824	188	1583	630	3195
"29(1,C5)"	2-SERPR7147	987	1720	133	856	3075	388	403	329	125	349	94	335	9890	486	774	928	357	420	911	1091	105	160	6863	178	593	839	1943	263	2138	62	970	1739	7274	116	1074	310	118	126	329	3566	90	88	386	167	148	158	104	134	166	803	644	429	716	580	66	621	242	465	748	242	596	364	3135
"30(1,C6)"	2-SERPR7155	1458	4723	303	10309	5565	1262	3153	515	380	1937	167	909	3018	252	1458	1574	350	716	2191	1288	512	102	16416	280	310	838	10917	357	7012	134	365	514	3881	372	1182	713	548	430	790	5261	581	328	698	305	335	712	344	477	342	910	1051	660	1029	1212	154	1210	131	160	1166	82	715	154	3452
"31(1,C7)"	2-SERPR7163	4282	4101	296	4362	1010	1214	2143	214	2677	3781	348	154	1858	1487	1980	1825	237	167	2282	484	402	145	14229	222	242	185	2534	130	12332	247	2144	1516	7918	247	1093	133	394	1891	859	1720	517	280	420	208	274	475	257	297	188	934	157	241	335	379	115	295	211	223	377	88	228	303	4096
"32(1,C8)"	2-SERPR7171	3174	2203	296	2584	2008	1610	596	567	202	932	308	131	7876	673	1819	4459	246	516	2568	1580	285	136	12631	2096	808	527	4375	336	6065	88	1416	4645	697	175	1163	860	129	223	630	2909	144	177	455	227	444	298	144	164	173	525	2014	754	2414	2221	202	3075	237	240	5055	559	4213	446	3801
"33(1,C9)"	2-SERPR7179	2484	2855	157	1117	4563	742	1340	475	3578	1544	122	92	10870	583	1991	1936	228	1187	2626	858	214	273	11621	228	280	403	7555	169	7266	447	992	2569	8563	174	466	335	167	248	1235	4721	185	157	142	228	193	210	123	157	153	1134	343	419	485	536	104	421	379	386	558	986	467	618	3392
"34(1,C10)"	2-SERPR7187	1623	2686	396	10935	1398	297	2329	570	3021	4035	241	126	12131	1493	1308	3371	857	619	321	2311	1336	168	13665	2375	1026	775	1978	494	9844	113	840	1818	4192	504	1747	1968	1262	715	1522	3637	1284	631	927	746	775	1112	548	744	670	1861	7733	2433	6158	4301	134	7090	210	278	7236	280	6417	1184	3950
"35(1,C11)"	2-SERPR7195	1863	2681	210	3287	379	100	66	178	150	493	75	46	4111	538	594	658	94	515	151	583	57	274	9454	120	571	1027	1518	122	387	66	698	913	6691	75	1161	62	39	296	60	3223	39	41	51	90	67	341	83	62	57	336	79	88	98	109	57	88	50	66	109	62	111	62	5130
"36(1,C12)"	2-SERPR7203	1487	2867	349	1118	2728	215	258	876	2622	1033	208	341	11360	547	484	2474	912	257	1094	891	687	215	9474	309	857	1165	5336	445	404	256	1054	822	758	1420	1369	515	1336	1520	1073	297	1209	739	986	906	949	1074	796	1285	1345	1140	895	971	1050	1118	161	483	257	445	988	214	1368	476	4145
"37(1,D1)"	2-SERPR7116	3036	2235	160	8209	3352	968	788	1372	344	1543	168	787	9511	1288	1709	2584	385	411	716	3091	262	174	10462	222	432	1341	2633	257	3799	206	4187	3410	7132	287	1608	594	394	419	560	4641	455	256	342	760	854	422	278	380	273	1050	505	419	473	447	94	567	88	228	822	156	458	990	3761
"38(1,D2)"	2-SERPR7124	2017	1902	251	8728	4749	257	1548	355	3637	2283	142	69	3294	858	1422	1650	839	241	985	534	251	75	9683	284	336	727	1516	202	7109	464	449	537	3434	227	698	335	420	236	620	2234	548	236	349	223	286	672	268	328	329	787	878	316	729	909	122	717	118	179	1229	387	698	459	3548
"39(1,D3)"	2-SERPR7132	2804	3205	455	5124	3789	1744	2230	1265	467	2427	222	178	12850	2186	2189	4462	547	778	947	1231	837	454	13350	308	859	1428	2847	502	6977	201	1122	2017	2469	789	1256	527	1071	630	1317	4176	946	527	857	620	631	1010	428	744	421	1162	1369	774	1235	1609	116	1429	223	228	1450	193	1433	321	3312
"40(1,D4)"	2-SERPR7140	1116	2465	494	10059	841	402	321	284	336	688	111	972	11372	193	1904	1391	365	536	745	727	506	116	5279	154	209	503	2969	252	5351	525	1345	1612	2061	251	535	142	386	309	787	1289	474	263	700	371	334	571	310	420	379	688	193	209	279	396	108	189	125	381	221	130	232	473	4108
"41(1,D5)"	2-SERPR7148	147	175	102	4734	320	150	75	371	201	2111	196	486	151	657	316	6846	717	83	62	1786	122	241	173	120	742	1208	113	257	9465	57	2103	2963	2320	92	356	123	113	214	631	66	130	112	310	404	447	322	167	124	178	1936	158	224	789	671	78	150	343	777	729	279	298	1075	3777
"42(1,D6)"	2-SERPR7156	4127	7256	236	9704	3869	1707	273	547	3791	2326	141	303	6700	242	976	1488	218	219	2318	482	320	210	13425	297	700	1141	5473	403	7427	495	1600	2424	5562	268	1164	804	296	371	618	4535	423	285	273	401	363	455	320	316	222	1011	1091	933	1261	1320	75	1585	168	202	1094	75	1188	142	4280
"43(1,D7)"	2-SERPR7164	3783	5121	214	2579	5155	242	297	381	4287	2141	109	1239	11838	237	2103	1862	308	279	88	657	126	440	13912	205	558	1549	8713	274	4189	78	2370	3223	3634	197	875	397	134	328	364	10719	190	125	385	412	336	237	151	177	363	1280	476	341	515	570	123	726	75	144	668	96	617	115	3832
"44(1,D8)"	2-SERPR7172	4462	4469	171	3866	3094	1610	1284	403	228	242	108	174	10263	1427	1186	2086	241	607	1899	2024	167	116	14254	185	296	874	3779	145	2098	584	524	1003	4637	109	1123	372	85	163	123	2903	78	111	194	746	206	321	111	139	157	591	343	245	395	475	131	310	174	357	506	209	447	247	4331
"45(1,D9)"	2-SERPR7180	4030	4025	285	2371	1459	1976	946	580	759	933	222	210	12823	1511	1286	1827	686	495	1024	1184	1642	537	12801	258	838	950	7128	485	632	328	2529	2682	4630	967	1312	379	1266	1261	1143	10711	1714	803	929	955	913	1541	806	1164	970	2315	378	359	535	2015	142	464	295	493	682	257	524	712	3079
"46(1,D10)"	2-SERPR7188	2138	7016	444	5943	2582	1542	2272	644	174	1611	113	92	3025	321	456	656	468	744	4110	633	440	329	11115	166	371	535	5809	205	8037	844	2425	4280	8053	144	1135	229	167	309	572	2100	164	108	200	178	188	448	134	157	104	729	246	202	321	256	94	296	109	157	286	73	328	128	3465
"47(1,D11)"	2-SERPR7196	3420	4024	494	6315	2846	1934	1857	581	227	3027	198	657	4650	1028	2898	3877	570	341	1368	1317	218	83	12581	228	157	684	1521	299	9069	151	2528	4632	5908	147	1432	418	210	342	893	3708	229	116	156	273	262	267	145	150	854	583	727	419	645	632	100	569	170	456	512	161	642	789	4725
"48(1,D12)"	2-SERPR7204	5255	2838	246	10060	5155	861	699	1900	178	1342	228	336	15404	371	635	1401	343	485	2524	2683	202	673	12130	228	985	547	4281	151	5254	263	1488	2528	5165	128	948	237	147	328	778	7439	236	166	189	256	403	439	222	179	178	912	420	380	558	512	116	465	252	631	674	167	701	697	3537
"49(1,E1)"	2-SERPR7117	1648	4127	174	1398	740	218	257	595	437	1364	88	539	328	668	1484	1938	584	711	454	841	168	104	9688	185	358	1905	2743	403	3945	96	777	1267	4361	222	1314	448	320	329	559	3719	428	178	323	466	468	569	347	403	483	644	1144	493	1284	1011	85	1145	139	201	1427	70	1009	122	3622
"50(1,E2)"	2-SERPR7125	1050	2620	217	5797	4564	2568	1745	2013	153	1546	151	896	1895	1117	839	3961	395	824	3101	1402	128	241	8393	1517	725	1186	7119	258	5361	303	228	791	343	130	1114	178	121	329	252	4285	130	115	154	161	242	335	168	178	157	833	209	167	237	280	96	167	113	178	308	170	210	560	3469
"51(1,E3)"	2-SERPR7133	560	2062	620	11586	2098	1523	1164	728	484	1552	160	107	583	189	151	387	395	428	1898	873	1377	158	5040	186	321	682	3569	364	10701	1265	824	777	730	608	1580	257	616	699	1553	131	1069	449	526	586	700	965	285	712	438	455	297	252	465	687	101	222	141	231	363	219	381	211	3109
"52(1,E4)"	2-SERPR7141	1308	1822	161	6165	2150	1369	502	296	2280	1615	116	1119	5935	228	1120	1184	134	504	990	493	232	337	8041	179	327	774	1978	246	6433	911	157	123	2520	171	1161	209	189	138	659	7287	222	131	179	130	154	396	147	218	131	2376	314	357	348	372	66	387	315	279	378	66	256	104	4557
"53(1,E5)"	2-SERPR7149	3077	3883	503	10895	6815	5804	5813	1046	228	4649	139	571	209	757	547	632	242	1165	1426	877	371	350	12394	218	770	1643	9485	285	9062	247	1171	1582	4371	158	1673	358	223	174	1427	5470	246	214	174	252	241	505	273	335	139	715	403	329	505	790	142	427	411	371	322	123	535	411	3942
"54(1,E6)"	2-SERPR7157	993	1239	214	3789	772	90	418	246	262	7588	88	57	351	154	1403	1577	262	370	1618	290	461	145	5026	158	446	1980	2226	292	13639	123	402	342	2285	278	971	427	428	303	2524	2366	558	247	343	242	279	539	184	329	232	896	495	271	438	593	85	421	179	189	569	78	515	78	4263
"55(1,E7)"	2-SERPR7165	3277	3279	297	6426	3357	1606	775	439	3037	10075	126	419	1007	2233	1008	990	169	1008	2015	685	208	388	12074	153	671	570	773	297	11431	85	1096	1748	8236	128	483	126	304	223	2005	3870	267	158	207	224	236	617	214	320	164	1073	185	348	699	988	81	148	285	513	394	190	272	549	4111
"56(1,E8)"	2-SERPR7173	262	402	157	4554	5785	2481	1031	380	241	1051	76	328	297	167	891	1898	606	568	1580	1393	247	70	701	134	157	859	7726	256	2466	633	175	125	174	238	1160	198	258	321	334	4102	370	197	257	304	273	310	163	314	214	614	227	181	371	357	61	284	96	154	697	118	224	343	3893
"57(1,E9)"	2-SERPR7181	774	2671	493	8243	2096	322	727	258	350	584	158	65	11403	1779	4551	3853	279	536	1643	713	296	65	6708	378	297	209	5447	148	913	685	329	1092	2197	285	686	594	342	351	315	11831	387	316	457	185	410	547	242	378	200	1899	1791	1163	1459	1456	68	1613	371	429	1649	123	1543	380	3780
"58(1,E10)"	2-SERPR7189	1860	1639	388	3632	4015	1713	760	806	285	951	586	321	6552	3033	893	5918	528	242	632	3945	251	178	9849	370	560	645	3622	214	5368	329	422	595	1141	228	629	569	209	556	1178	3560	263	208	558	759	912	285	456	464	580	772	1050	843	1031	1400	290	1649	475	456	1852	380	1515	2058	3470
"59(1,E11)"	2-SERPR7197	715	2245	194	5126	1419	387	1685	297	233	761	116	1859	536	330	1649	1259	315	322	2474	716	344	90	8018	174	214	1260	3261	242	3420	1027	286	412	406	218	315	133	273	134	539	5151	290	223	228	236	228	322	145	163	227	535	242	118	263	273	73	279	73	111	335	65	197	125	3477
"60(1,E12)"	2-SERPR7205	2469	1683	182	8684	168	633	504	273	2973	1095	96	78	403	108	1006	632	455	304	1072	714	487	100	11160	168	290	728	2197	222	7423	43	547	1093	464	279	1117	170	472	524	854	2055	594	381	427	378	619	561	235	465	315	1295	305	370	370	446	96	295	193	233	686	138	400	210	3959
"61(1,F1)"	2-SERPR7118	1786	5120	228	3939	3572	556	2740	467	262	2903	181	336	223	776	1211	1309	251	474	3206	1182	192	109	13875	178	222	806	4188	139	4738	186	158	205	157	142	1054	134	142	154	658	4206	189	153	194	264	197	227	166	174	202	671	263	214	335	349	175	268	116	178	328	178	263	429	4117
"62(1,F2)"	2-SERPR7126	2617	4745	201	4559	2516	1208	1452	514	242	1401	133	76	10659	348	593	583	158	153	1488	777	257	133	12844	170	259	646	4367	118	3720	373	210	148	232	157	669	210	233	185	201	3541	309	166	209	178	208	256	141	227	118	368	330	184	335	486	66	328	78	160	484	72	420	246	2929
"63(1,F3)"	2-SERPR7134	4452	2828	252	6293	494	286	560	618	286	559	257	380	12129	1651	964	2622	297	872	2683	1614	104	256	17093	222	328	88	1400	73	1676	186	274	258	1671	115	1430	328	106	1213	210	1452	130	80	122	192	111	209	193	132	161	855	328	222	328	447	98	267	185	429	660	1576	439	656	3444
"64(1,F4)"	2-SERPR7142	2386	4195	370	6989	7276	2792	1579	1117	7550	1075	190	421	13110	672	1976	1616	989	971	2735	1820	194	345	14520	228	805	1423	4663	437	3496	728	1611	3230	5452	546	1263	421	317	536	687	4273	494	284	872	609	1544	698	321	395	947	823	699	758	1215	1551	189	574	335	514	824	141	877	373	4204
"65(1,F5)"	2-SERPR7150	437	1553	175	594	4115	1313	1863	365	214	241	120	210	7725	760	685	805	134	533	3484	454	197	226	5804	174	597	1546	4747	242	5802	437	1682	1673	7100	148	526	184	198	570	597	2512	221	133	285	178	189	297	131	161	190	1521	402	238	419	445	90	441	136	201	617	158	456	559	3405
"66(1,F6)"	2-SERPR7158	3647	2019	246	7103	1163	513	274	597	3724	3019	190	912	6439	1099	728	3021	402	214	1292	910	1009	157	12319	278	439	1371	2143	302	3497	130	485	430	2275	528	1049	328	776	646	702	3360	916	567	699	370	686	712	474	619	438	607	607	359	607	658	134	645	83	109	988	171	604	257	4362
"67(1,F7)"	2-SERPR7166	975	4938	228	5145	5815	989	494	428	459	2569	174	78	568	1428	352	775	475	494	1615	1314	684	185	9274	185	772	1135	4278	356	6046	356	608	582	3794	682	948	334	727	515	805	4373	703	357	550	514	511	645	278	436	286	1342	656	629	631	584	96	646	95	209	725	186	774	559	3113
"68(1,F8)"	2-SERPR7174	3300	2955	297	6553	2322	803	4730	726	4959	5662	209	714	484	404	314	1212	344	671	98	1165	166	733	7873	280	1073	1645	9860	258	11872	96	644	1742	303	161	201	303	160	410	388	420	193	171	275	328	393	437	286	258	268	858	466	295	485	605	141	592	157	381	713	205	592	334	4064
"69(1,F9)"	2-SERPR7182	3028	4076	304	13650	4029	1638	3290	790	1186	5454	439	466	2587	988	2278	2852	1543	1163	2679	1639	493	357	11625	872	1067	1283	1897	929	5353	1071	1187	1856	1939	5683	1687	1711	1895	2372	2105	4942	1930	854	2793	1142	1485	1678	928	1143	876	5718	5495	5121	5950	6196	185	3951	247	403	4660	157	7294	310	3628
"70(1,F10)"	2-SERPR7190	3860	4646	120	932	5033	1369	2732	702	336	617	137	98	12844	1371	3573	4112	344	792	209	1320	643	108	11132	131	134	1373	701	285	1096	66	440	538	6716	387	1708	350	594	911	447	11163	631	382	438	371	428	485	280	430	322	329	328	126	316	364	72	349	100	181	545	123	258	322	3333
"71(1,F11)"	2-SERPR7198	593	3948	139	1577	713	257	167	303	465	1117	136	379	12299	928	153	1543	777	446	133	1369	501	201	4832	151	476	1187	10699	372	5474	515	1581	2227	9522	495	1611	315	593	1314	686	10264	642	388	484	446	528	596	428	633	464	839	329	427	455	412	62	233	115	455	466	153	429	725	4481
"72(1,F12)"	2-SERPR7206	1170	1553	295	7128	1369	1189	1074	595	514	3166	209	1097	6431	2277	3149	6445	379	858	971	1750	1053	168	9670	177	438	674	3963	381	13376	139	1287	2135	5354	428	1237	242	806	1835	3002	5132	1098	505	613	702	604	775	286	447	605	2373	548	333	557	630	145	595	279	485	467	154	698	454	2773
"73(1,G1)"	2-SERPR7119	1188	2183	321	4456	197	257	189	279	1103	1457	50	109	1822	62	144	154	115	88	389	109	92	50	9458	182	118	2227	1010	80	4563	48	274	671	1708	78	538	138	109	197	336	674	102	122	94	70	126	592	78	81	59	210	334	157	341	373	59	310	56	58	381	48	411	109	3264
"74(1,G2)"	2-SERPR7127	1586	1855	298	5714	1207	808	2748	524	5703	1395	194	104	174	560	4206	4207	223	773	4840	1092	154	130	7882	437	686	1291	1454	258	7101	670	1163	2901	2520	131	825	633	170	952	222	2364	148	176	168	148	247	274	206	222	262	837	2973	619	1667	1487	157	1819	163	297	3490	148	2008	436	3527
"75(1,G3)"	2-SERPR7135	2956	2355	291	4027	2526	131	321	364	197	2021	106	342	209	363	1011	1370	134	570	1187	1265	217	62	13401	145	336	1092	4739	201	2067	741	372	619	2905	171	821	174	174	177	214	11152	201	131	184	226	228	232	123	151	197	280	193	122	335	449	77	240	142	210	296	100	238	356	3743
"76(1,G4)"	2-SERPR7143	2519	1457	421	11604	2327	1070	741	285	310	595	174	154	505	698	2580	2628	337	474	3153	1973	483	106	5806	420	729	791	7868	258	3151	370	742	2424	395	350	1429	841	420	402	464	4372	582	343	372	397	356	538	280	421	308	1137	1486	648	1307	1135	109	1752	106	157	2095	138	1975	268	4628
"77(1,G5)"	2-SERPR7151	90	228	359	5476	170	134	763	263	179	4923	113	201	116	728	493	824	131	595	268	1654	113	302	66	179	874	1612	60	185	11141	371	100	100	171	122	1402	229	100	241	738	130	108	106	158	150	279	280	104	142	98	716	328	175	291	456	57	291	209	315	464	81	279	169	3162
"78(1,G6)"	2-SERPR7159	1489	2128	582	10044	559	348	242	279	2911	6437	171	84	7107	658	1648	1699	950	826	4112	1396	1966	185	8194	229	446	717	2191	523	12097	2243	926	297	987	1115	2012	310	1853	2231	2631	6572	2095	1283	1261	890	1219	1751	956	1073	807	1240	486	399	580	570	109	526	256	215	515	130	495	456	3480
"79(1,G7)"	2-SERPR7167	988	1656	181	3158	1366	671	1091	445	1515	1164	79	102	3016	788	1526	1929	1071	274	1675	330	208	73	6981	210	193	484	1549	113	15125	1970	1289	2618	2959	102	988	328	181	202	3710	7741	222	136	168	164	161	227	100	122	167	934	771	259	458	760	57	839	94	222	672	90	320	302	3696
"80(1,G8)"	2-SERPR7175	2967	5674	323	6571	1683	1463	2427	685	483	1005	371	989	6819	1098	314	1747	484	296	2790	1822	537	197	13912	269	646	1032	3406	456	3631	148	729	1233	4728	701	964	357	524	473	1028	6593	726	448	710	618	515	744	484	525	513	711	774	669	1485	2185	138	700	632	1058	877	174	971	911	3576
"81(1,G9)"	2-SERPR7183	1527	3364	247	7722	858	370	493	247	3582	473	98	6414	174	178	513	596	134	447	1264	455	193	123	12284	304	394	966	6204	279	1673	516	2229	2141	1742	134	985	100	211	329	193	5585	232	150	145	181	419	329	167	273	166	560	116	242	222	256	75	197	386	420	177	85	167	153	3484
"82(1,G10)"	2-SERPR7191	2961	3722	70	3352	3483	355	447	403	210	404	139	60	714	873	118	3783	420	315	791	3098	134	104	13639	1889	125	658	3948	90	2225	55	241	371	756	138	857	126	125	387	252	3631	251	125	145	421	357	236	182	215	197	189	236	123	237	189	78	193	54	62	912	130	206	304	3226
"83(1,G11)"	2-SERPR7199	1976	3226	371	8742	1212	1072	1585	429	2907	1898	193	90	9294	1369	2850	4935	263	214	777	1284	371	113	13128	411	335	943	3090	161	4118	514	843	2370	2911	466	947	1093	228	297	539	6426	336	178	401	246	257	427	218	232	280	981	1479	910	1520	2105	130	1703	189	333	1827	1050	1484	394	4150
"84(1,G12)"	2-SERPR7207	944	1481	222	4937	1861	243	1395	258	7375	889	139	45	630	594	1573	2233	116	108	1185	742	178	70	6156	825	546	485	1860	116	6558	584	908	2633	5841	83	969	870	161	139	420	10889	130	67	85	92	109	242	108	114	100	645	2135	1015	2012	2144	80	2185	123	174	3081	94	2008	223	3814
"85(1,H1)"	2-SERPR7120	2104	2139	439	4743	1937	1011	1073	1090	713	4556	284	484	776	1901	215	3355	755	386	6178	3157	899	253	9297	324	822	1027	4027	485	7881	808	2026	2057	2140	739	1265	1257	926	2687	1231	6812	1069	670	713	683	859	878	631	773	876	1186	2470	1486	1783	3113	171	2285	447	1050	2418	242	2316	1071	3620
"86(1,H2)"	2-SERPR7128	2059	3691	273	8241	2974	380	419	379	246	5810	157	560	386	1643	607	911	281	743	3205	1316	372	85	14261	236	158	893	8391	232	9108	251	349	856	7118	179	1030	210	343	1462	1761	6859	366	308	420	447	269	437	193	257	167	1711	438	373	893	1581	94	419	236	395	537	185	405	236	3490
"87(1,H3)"	2-SERPR7136	2421	3628	171	3654	4123	278	267	502	196	1241	167	75	10284	2151	322	1431	251	223	2328	2141	189	1260	15115	148	428	1405	8937	279	3649	39	412	315	1074	96	286	131	120	166	171	3207	170	98	90	258	228	201	226	151	138	259	211	348	323	683	116	231	136	593	439	421	286	683	3218
"88(1,H4)"	2-SERPR7144	810	1116	221	2794	875	267	742	154	237	643	227	41	3848	138	314	592	310	356	4114	629	379	57	5341	3278	201	385	1641	125	6307	620	791	1398	1290	222	893	457	322	315	396	4181	311	175	272	227	267	274	173	286	164	495	746	342	687	777	69	628	113	145	793	81	714	131	3317
"89(1,H5)"	2-SERPR7152	92	83	484	10739	504	126	62	3354	201	3707	45	1261	141	55	56	179	223	57	57	1028	66	445	83	126	214	686	78	106	14183	42	83	87	94	85	771	148	90	139	1100	98	108	81	196	147	167	246	104	116	75	308	242	205	328	396	44	371	83	123	349	83	228	65	3470
"90(1,H6)"	2-SERPR7160	1076	5128	535	4652	1979	776	659	605	4063	1398	130	109	14212	792	674	1031	240	263	582	857	160	148	8670	237	618	840	5031	156	10060	297	363	1314	3849	286	672	856	164	236	1207	5051	210	174	314	204	223	321	158	175	185	792	1486	650	1548	1788	85	1985	147	209	2015	1028	1454	605	3742
"91(1,H7)"	2-SERPR7168	778	2631	793	17389	1860	595	1216	525	429	5568	184	126	11838	404	1611	2028	684	741	1427	1850	1163	420	7568	268	496	1094	4046	363	9272	168	2382	4029	10104	619	1742	410	729	413	913	10057	1144	559	714	743	673	1116	548	743	446	1163	454	517	514	584	122	444	284	420	806	246	620	875	3355
"92(1,H8)"	2-SERPR7176	4103	2488	699	15747	1035	2274	744	1052	5053	1867	151	111	11384	1232	2684	3559	386	1073	5466	1426	154	202	11538	525	823	476	4748	242	3027	606	989	1860	7588	419	876	1230	291	305	336	4908	295	232	549	335	364	485	214	310	268	1263	2683	1423	1602	3012	118	2585	214	369	3198	115	3032	569	3040
"93(1,H9)"	2-SERPR7184	2225	3236	328	16370	1642	237	715	336	189	7882	131	123	8374	3293	971	1071	303	968	2903	1448	213	305	11844	258	597	1070	1649	223	12862	475	308	426	280	162	1190	296	154	370	1266	5019	236	104	108	617	169	512	145	156	141	2468	496	385	536	1008	78	430	157	315	1072	151	536	291	3451
"94(1,H10)"	2-SERPR7192	4353	5327	257	1342	1616	9441	1262	2188	2334	645	310	108	7112	535	1980	1944	194	572	1554	445	449	559	15698	163	715	630	2181	174	2730	218	251	394	396	197	929	174	278	206	336	6667	309	246	329	257	245	378	237	373	210	1187	184	204	236	335	94	206	164	189	311	73	167	210	2807
"95(1,H11)"	2-SERPR7200	4027	4546	646	18937	2189	670	505	1033	526	505	273	106	6988	1162	1258	1259	428	711	2967	1008	1049	96	14516	285	370	1070	4824	315	5801	379	687	893	2904	379	1484	310	943	657	1133	4100	953	441	659	397	536	913	321	528	350	630	484	455	594	618	94	556	85	100	724	98	572	120	5157
"96(1,H12)"	2-SERPR7208	131	139	125	1371	92	422	888	151	225	595	70	60	13398	371	74	286	190	153	189	429	201	62	69	336	116	102	88	54	329	62	82	111	128	67	102	85	167	211	104	108	168	107	171	131	94	218	107	181	67	579	118	128	285	252	92	156	163	174	219	153	167	198	1399
																																																																
																																																																
DataType:	StdDev																																																															
Location	Sample	Adenovirus T3	Adenovirus T5	Bordetella p. Toxin	Bordetella p. FHA	HKU1_S	OC43_NP	OC43_S	HKU1_NP	CMV	Diptheria Toxin	229E_NP	Mumps_NP	EBV gp125	NL63_NP	Echovirus	Enterovirus CoxB3 VP1	HBeAg	NL63_S	229E_S	HBcAg	HCcAg	Measles_NP	ADE5	HEV ORF2	Measles lysate	Rub	ADE40	Mumps lysate	Tet_Tox	FluA	Norovirus GII.4 VLP	Norovirus GII.4 VP1	Norovirus GII.6 VLP	Respiratory Syncytial A	Respiratory Syncytial B	RSV gG	Rhinovirus T1A lysate	Rotavirus VP7	Tetanus Toxin	Varicella-Zoster Virus	Toxoplasma gondii SAG2	Hepatitis A	HBsAg	Mumps	Rubella Capsid	Rubella E2	HPV 16	HPV 18	Varicella-Zoster Virus ORF26	Lepto_CNR	OspA	OspC	p41B31	p41PKo	VlsEB31	VlSEPBi	B.Afzelii	B.Garinii	B.b Flagellin	B.b VlsE	OspB	EColi_lysat	Total Events
"1(1,A1)"	Background0	12.90514	41.48352	48.9191	9.41322	7.14512	151.98692	221.34914	8.73736	23.49727	59.12738	10.82407	14.20015	14.69256	373.40582	10.59844	6.36558	11.54093	13.91128	15.13612	8.06484	10.33059	11.1215	9.46842	725.73553	11.47663	12.40763	9.10906	14.4298	11.22689	8.90815	9.42008	23.98562	10.09819	12.89544	18.55411	10.43812	9.8309	34.25557	7.86694	9.08252	17.89902	9.93325	31.57613	8.27719	21.83632	167.95616	295.1037	14.30108	17.32167	338.20108	5.53688	8.92283	15.50207	7.8023	8.29075	7.90331	7.50367	9.82281	7.91988	32.38087	8.54316	9.31507	4619
