Program	xPONENT		Intelliflex																																																													
"72(1,F12)"	2-SERPR7206	1359.5061	2627.93701	395.05878	6856.13086	1392.96204	1668.02881	1110.58948	638.81519	521.34448	2687.65332	425.01382	1203.75159	6266.58936	2046.94177	3120.75928	5314.10938	618.63019	794.5274	1145.24902	1802.38171	1569.21985	185.61568	8516.2666	254.60684	447.45932	1299.07251	3959.01489	498.89542	12718.85449	180.92451	1536.17578	1931.24829	6283.71387	668.67743	1702.2124	257.08249	880.35797	1597.13306	3871.93262	5403.25	996.21271	641.39044	960.0863	799.68945	779.20978	1030.67139	369.00873	1697.81018	550.60901	2625.45947	512.41418	654.71936	600.77753	644.15729	145.54781	494.00964	287.08133	631.7226	532.90265	167.80661	623.1438	1030.25415	2773
"73(1,G1)"	2-SERPR7119	1531.14136	2896.24292	300.9361	4567.45312	203.75714	370.98856	287.49326	364.45764	1165.04614	1643.71838	73.38188	143.38922	2203.49951	88.22568	163.98959	189.41579	191.30283	108.98487	444.27249	124.85381	125.52539	66.63241	9918.03711	167.07726	152.61102	1997.54565	1122.39392	176.60098	4352.58008	61.55022	465.04401	670.05066	1489.60938	93.6242	718.10406	180.12379	102.97226	240.46484	396.81467	817.59619	661.79248	142.48169	155.56413	115.94182	147.23956	612.5072	92.88059	129.59442	69.00456	224.40411	365.16	381.82965	349.25745	366.15088	69.37969	330.9747	82.05986	82.85329	341.09723	50.82104	372.87308	128.17194	3264
"74(1,G2)"	2-SERPR7127	1873.93323	2004.28662	342.32297	5968.51172	1238.13855	988.54346	3047.94922	466.60104	7424.81885	1540.69702	300.7395	259.32486	544.78741	605.98077	5352.89551	4280.31592	426.64056	830.21198	5197.97021	1294.91748	278.39258	133.23598	7566.25732	884.15662	619.92731	1505.18164	1619.63525	461.38199	7244.91211	706.6673	2947.98315	3633.27881	4784.43164	841.00244	1224.23315	865.84296	828.25171	1309.91992	602.25378	2861.77515	262.34586	243.62636	677.57074	210.7162	553.88373	760.97076	245.58087	438.25687	412.51575	1139.74683	2292.20898	1074.33093	1779.91882	2108.59204	193.00096	1952.30835	212.99284	288.233	3172.46997	171.36511	1984.62439	544.67065	3527
"75(1,G3)"	2-SERPR7135	2863.17725	3763.05054	347.38187	3898.25854	2481.80615	152.67523	489.81656	352.15799	361.30496	1934.08203	247.79498	370.5556	294.22678	361.02524	1230.92017	1242.83228	285.57462	593.67255	1423.8009	1548.15857	631.1377	100.31142	11985.39648	164.10272	364.90692	1156.03772	4613.06348	252.85994	2161.02588	743.53577	2482.00854	591.8512	2613.09546	363.24698	843.30328	151.98999	189.50595	210.45474	252.52689	11047.83594	573.40033	422.37692	451.39655	190.72794	241.59402	355.15424	161.76138	421.36469	223.47018	454.67737	176.32457	399.28766	439.00406	539.77649	82.7978	271.37927	195.38194	211.62219	297.3223	111.4696	303.63428	444.06714	3743
"76(1,G4)"	2-SERPR7143	1982.12915	2068.14893	549.27856	12075.82031	2422.27515	997.70093	785.32855	426.83127	443.46741	744.57648	363.30893	218.13225	587.65918	997.44183	2739.93628	2885.73804	508.66916	566.21783	3078.34033	2284.63696	441.6575	131.77573	7480.75684	762.43512	515.90613	705.28528	7451.28857	403.51239	3187.92017	400.66342	2182.51318	2088.82275	700.6286	487.5213	2132.13354	959.31293	451.34247	417.35385	461.99973	4072.6582	544.6778	443.24551	439.6499	463.44421	416.92273	597.32172	354.23734	469.99341	381.52505	1137.90344	1677.46228	769.72522	1607.66992	1876.84424	114.64132	1660.3208	162.46289	321.03122	2015.57056	147.84454	1704.77539	367.97305	4628
"77(1,G5)"	2-SERPR7151	133.25816	620.08533	516.26654	5659.46924	166.43045	217.05797	956.41626	256.46341	437.02023	5473.52441	159.41937	356.92941	238.21355	705.00537	547.25122	931.02551	532.98938	597.93994	286.46704	1460.71008	427.23444	693.41028	245.40198	197.29526	807.04767	1665.40991	96.56095	457.99185	11730.99414	421.11371	130.56757	158.49406	257.16367	409.56732	1502.37146	284.11234	144.52544	343.74817	1258.61328	144.8335	158.79935	218.97591	501.10385	219.60039	342.85022	377.18256	173.2825	213.33682	327.21088	739.53577	326.04404	292.21295	421.60944	477.50839	69.74994	237.30641	291.33176	445.46255	434.65448	120.97893	260.36716	261.02158	3162
"78(1,G6)"	2-SERPR7159	2332.70996	3148.48682	816.612	10073.81055	577.71741	410.64145	653.95264	345.39383	3601.1936	6329.61133	191.25946	123.48911	7308.64258	718.05988	1746.0625	1932.91187	1010.09808	899.91699	3906.47583	1276.08911	1716.15564	220.33069	7649.15918	412.15149	537.65558	747.78833	2201.87231	782.86511	12602.68848	2238.01392	968.77826	403.11908	1077.26221	1197.16675	1933.66333	338.92609	1721.04248	2155.39917	2752.21143	6353.5918	1962.35107	1221.95312	1313.27039	1004.90454	1329.83276	1571.14331	792.53204	1587.35535	982.63513	1629.94092	540.80719	563.21051	479.77399	602.90497	115.82202	472.3826	239.63661	391.23569	550.96753	149.33838	538.17834	443.86151	3480
"79(1,G7)"	2-SERPR7167	1019.57996	2916.08765	222.78769	3140.58276	1407.06116	1100.65918	1014.97162	425.34027	1963.53247	1362.25745	146.22681	180.48788	2527.3772	912.23254	1753.88245	1819.05957	1120.84387	268.18704	1718.2561	328.02722	279.7298	192.36119	6501.1958	359.84341	255.15332	487.25333	1528.8407	282.92484	14886.9209	2043.87634	2618.08032	2751.73804	2980.12036	182.65669	934.70361	412.28036	231.67767	913.71436	3389.52271	7279.40723	355.74228	442.73959	471.56171	2128.12061	340.36148	4541.63965	434.40823	249.2157	2415.0061	2599.69336	692.0083	350.95312	606.26306	788.07593	66.74394	682.95709	262.12457	238.25316	662.95007	86.72033	605.46277	336.39166	3696
"80(1,G8)"	2-SERPR7175	2927.58936	7420.56494	319.77612	6495.73535	1723.46912	1365.32483	2957.98462	737.43933	572.91357	1034.6427	688.13641	1188.49109	7434.37744	1239.79456	354.87228	1523.29712	830.65771	414.60068	2685.07764	2703.91138	1183.22681	253.93192	12564.34082	546.5318	842.01862	1014.17657	3514.1106	581.69727	3722.56494	206.90408	1226.91211	1347.521	4801.86377	758.89294	1283.43762	403.30096	727.9585	538.77063	1159.6427	7023.00537	927.34509	733.0907	1036.12549	643.01611	633.24744	791.96252	487.87073	1239.26941	676.45312	1020.18829	813.74304	932.84442	1618.50085	2412.74634	172.49518	725.40802	727.02832	1186.3103	896.27539	224.47433	959.65448	1066.75208	3576
"81(1,G9)"	2-SERPR7183	2889.82935	3541.67334	281.5928	7733.22314	941.11743	637.3985	707.72058	305.41812	4348.77783	571.69501	133.43092	6551.82959	575.99457	187.86621	627.20355	692.48425	393.33545	513.67798	1831.58899	420.67987	231.1076	389.61157	13033.8252	526.27161	410.78705	1073.64478	6135.7832	420.52969	1680.74792	552.00891	1740.43884	1968.50452	2475.85474	298.33505	1455.16406	117.47464	241.17188	406.85458	791.94922	5932.22803	288.64764	409.74866	306.76669	217.15828	349.0123	315.31186	188.27956	223.90141	273.94919	796.36475	159.96169	323.9487	248.96841	299.03522	99.466	166.21854	946.48468	594.39703	208.00565	93.34528	179.32053	184.6669	3484
"82(1,G10)"	2-SERPR7191	3310.63525	3436.69897	83.36807	3175.45874	3456.44116	598.52832	661.45837	437.04807	1998.12585	460.9888	310.57916	83.8074	1471.10413	789.2066	231.31459	4024.06226	627.01959	284.17465	782.70593	2958.98975	427.02478	116.53134	13460.26172	2894.73804	198.50539	657.01306	4356.66309	1558.41772	2500.59521	57.68499	394.92145	415.11719	703.35785	593.65814	1307.31042	118.9178	573.0647	429.67767	231.65096	4037.03906	246.94444	231.92989	302.93243	536.12451	1084.06421	278.51462	3367.9541	438.60706	511.8757	257.48285	263.1012	175.90398	288.47809	236.3401	74.1816	254.09802	51.75459	69.59859	713.94885	138.84583	321.63052	321.2366	3226
"83(1,G11)"	2-SERPR7199	2206.97461	6443.3667	453.76407	9208.66895	1199.88281	1091.21375	2100.85376	495.89117	3098.79858	1871.08679	363.91687	225.64548	9765.9502	1399.13733	2945.2146	4426.10693	581.26208	382.27133	823.38171	1467.81433	451.26047	285.24973	12207.7832	1025.07556	540.57892	869.87079	3013.76123	520.41498	4199.03906	579.55817	3276.62622	2081.63379	2773.72803	519.79053	1135.89417	1174.51917	305.49359	411.63083	545.87311	7174.73975	461.12207	275.85498	421.83249	348.21741	346.62256	454.95325	353.21494	692.94147	299.45767	1435.91357	1555.3147	958.03986	1605.62805	1934.93738	325.58069	1472.1145	244.50473	384.69171	1593.65344	991.02106	1649.27539	432.30496	4150
"84(1,G12)"	2-SERPR7207	908.24585	1844.35193	313.32193	4976.23145	1981.85205	368.04419	1420.92175	331.79672	7017.84766	1102.98755	179.3277	82.15347	1337.70813	622.8385	1594.14563	2153.75195	482.53232	155.31409	1159.65894	912.96387	236.81995	110.65312	6225.25195	1141.2677	611.82581	591.75238	2029.03113	174.84778	6764.77832	584.00531	2431.94946	2684.64795	5887.23291	150.73456	1042.89404	1006.65497	139.61354	231.03436	717.6012	11035.87012	591.98077	108.01061	385.75043	127.10141	214.01109	333.27243	156.65079	163.00597	161.91885	1055.92419	3223.29346	1210.92908	2448.58081	3092.89966	122.37125	2327.77417	127.03691	231.87404	4005.95142	147.74155	2582.42627	208.48262	3814
"85(1,H1)"	2-SERPR7120	2552.81299	2587.82886	601.69458	4690.95703	1890.69104	987.00891	1412.93457	1280.53723	738.51068	5146.82129	508.9024	613.50214	1046.47986	1797.87891	251.15282	4024.8418	1034.1532	391.31726	6303.40771	2795.8811	1208.70972	271.34106	9002.41895	640.33405	943.95227	1013.67401	4175.39307	645.87042	8455.25781	949.54724	2280.75366	2602.52124	2527.65649	963.48285	1638.54553	1087.0957	1127.22156	2736.9856	1318.31274	7406.7168	1498.18567	826.41919	1188.61792	1051.01599	4275.8291	1863.90955	1369.38684	1392.82178	2841.97827	1271.16809	2391.61279	1447.85217	1941.0564	2330.57349	146.86458	1971.90991	1123.06506	1193.87756	2336.66382	268.42014	2212.25146	1109.88904	3620
"86(1,H2)"	2-SERPR7128	3290.229	4035.81665	333.49039	9579.14355	2967.14917	410.21204	1197.03479	478.73682	370.59631	5630.42969	417.96735	556.95813	772.34784	1622.146	540.09534	924.29126	738.21155	709.18079	3147.74829	1203.83081	562.82996	91.17121	14505.03711	272.38406	173.97896	1189.51001	7466.19238	373.38391	8661.76172	316.53885	1024.46545	1329.74451	6349.56396	368.09161	1181.4989	222.99284	421.57327	1310.97949	1694.0874	6235.69141	1169.71753	305.59161	1102.35205	578.45715	355.45813	555.06952	360.51102	318.43817	275.21796	1774.75562	417.95361	421.66022	970.35809	1502.33545	125.94408	405.38269	232.9427	498.71631	587.30646	184.96031	420.08768	277.24918	3490
"87(1,H3)"	2-SERPR7136	3838.17822	3821.1814	174.22025	3466.54956	4066.69775	293.70398	559.45746	451.60507	430.18933	1415.77783	446.28253	306.85162	10431.9248	2164.41553	391.79666	1697.05798	566.60114	229.24239	2390.02026	2302.57349	466.81555	1110.04126	14200.74902	275.69519	473.74518	1357.33643	8022.80029	329.44217	3558.6001	50.9415	315.77197	314.3555	1406.40479	202.57079	2056.98047	168.25613	214.43468	254.99129	214.67319	3110.29736	248.01683	640.88586	165.76659	352.9487	281.56485	451.73013	333.86014	313.87158	229.19714	1259.61646	335.55368	623.55774	435.18237	641.53192	160.08443	389.82108	170.71687	682.59637	467.23712	370.87653	446.14783	754.01495	3218
"88(1,H4)"	2-SERPR7144	1024.81067	1236.69153	244.93179	2648.33594	896.63165	307.84128	880.67255	182.37309	362.89539	953.74634	363.02133	105.06562	4424.53711	135.98315	667.90826	641.71088	550.64923	429.35629	4022.16748	553.78906	769.85083	80.476	5279.61963	3974.05542	232.26193	549.6073	1646.5719	708.52716	5915.2627	609.35742	1540.37781	3201.17334	1537.15247	508.61154	980.6554	404.04596	408.77386	443.17566	516.83466	4017.66528	769.04651	380.63647	612.28894	780.76984	320.8118	1875.71973	252.81058	797.70453	304.54141	646.97095	795.75995	422.71738	722.10193	783.64612	70.02686	717.99908	122.98979	159.93221	772.57086	104.3225	743.04279	173.16685	3317
"89(1,H5)"	2-SERPR7152	95.30981	129.23792	504.22916	11248.53027	533.789	97.9499	75.87315	3379.89307	939.76715	4068.52271	79.50775	1250.90393	167.11536	145.20721	71.47305	203.34956	649.79663	64.11943	292.52841	802.94873	99.43001	491.32947	99.02001	197.72017	280.19507	636.17188	101.22343	185.32431	13419.50684	42.68728	132.60014	106.86159	153.1232	126.02704	728.10388	189.68771	133.31461	137.4805	1094.08472	158.59814	121.68978	113.49205	352.45276	173.88287	183.80624	244.94925	115.28142	135.55675	100.84955	711.79974	297.3736	306.0654	389.01221	409.2525	41.88397	333.36597	101.91797	133.95909	388.39221	68.20168	288.98816	96.04205	3470
"90(1,H6)"	2-SERPR7160	1317.41064	5467.42139	523.7749	5030.86133	2108.56787	1286.57788	1388.10095	555.34357	4168.75684	1502.40466	191.11104	323.43234	13838.81152	871.92297	931.55463	954.76465	608.09631	333.17783	751.16614	942.15363	215.77254	365.09299	10266.35449	426.98163	592.47583	780.37909	4544.33447	330.23721	9940.86816	323.02682	739.66162	1426.16101	3856.43311	1312.36292	853.7019	890.23553	259.79486	278.21063	1959.59338	4808.66943	224.49005	426.25412	534.98639	227.00027	282.62228	442.57837	197.1778	646.36603	266.39624	1994.53027	1951.50806	846.10437	1716.94202	1903.43713	109.65539	1825.92761	248.16678	269.33063	1872.87805	1009.30847	1814.25793	522.42352	3742
"91(1,H7)"	2-SERPR7168	1803.12415	2821.19629	736.55627	15220.20215	1909.72046	580.12506	1411.03833	569.91272	1218.15991	5048.67969	370.57123	152.46957	11613.5459	434.23392	1759.37476	1943.10632	916.646	678.82239	1332.20728	2350.78979	1275.46216	424.43079	8687.66113	480.97253	607.72168	1088.69067	3639.29956	660.25537	8660.9043	191.11456	3195.39722	3410.91113	9424.08887	973.40466	1735.60059	438.10922	932.716	575.19958	1199.28589	9707.05664	1905.53906	787.40186	744.43146	726.35687	739.41986	1058.33447	551.88275	1948.85071	521.67334	1260.24548	489.22253	750.89587	574.54584	678.07373	127.15844	456.14352	270.09787	593.44556	738.1778	252.42642	557.29248	884.56158	3355
"92(1,H8)"	2-SERPR7176	3543.59521	4081.39624	859.9173	15171.73145	1213.31641	2390.44043	934.43256	1048.57349	5769.24072	2265.06592	302.98215	280.24139	10414.14941	1234.77795	3732.58154	3565.21167	604.17328	1148.85022	5164.5542	2189.24805	778.38281	380.23499	13846.13379	762.09473	1015.54333	585.60114	4745.81641	480.53729	2808.6626	699.84186	2460.75757	2534.82544	6183.12256	502.69772	1956.17371	1640.24536	326.72321	564.25421	549.35065	5592.85059	604.54852	400.47461	737.2088	441.50134	436.53561	612.2699	328.99759	338.74445	377.46555	1838.43066	2932.71631	1504.88879	2760.46729	3304.55493	137.38422	3002.44214	245.40865	519.72162	2748.99731	143.03642	2855.39526	570.56671	3040
"93(1,H9)"	2-SERPR7184	2735.57886	3423.5437	468.24338	15787.58301	1688.16467	406.39627	964.0351	386.29102	370.8999	7426.10254	193.86684	322.68723	8640.3291	3374.59619	1266.14099	1217.07751	543.10352	1079.34985	2688.86011	1927.51245	536.95544	370.01913	11311.83496	354.75763	867.5647	975.91937	2313.87695	473.00516	13112.58984	585.41962	381.03342	433.18304	391.03189	309.22244	1154.56006	350.48306	230.60344	468.52487	1359.22095	4679.5376	291.35181	404.38452	473.28922	705.76678	236.32964	506.09436	915.34454	882.80164	203.86526	1683.32996	623.71564	669.09583	863.54364	918.90717	113.39631	602.67517	144.81895	362.69717	1042.0376	168.83174	565.72437	395.51926	3451
"94(1,H10)"	2-SERPR7192	3879.37329	4949.42236	364.39276	1385.46643	1691.26355	8238.82324	1283.6781	2728.69263	2452.34009	814.45575	421.3277	949.76141	7465.48975	610.57483	1930.69189	1754.11658	390.46155	668.26825	1800.47986	386.96063	457.60443	500.33765	14884.67578	211.53516	697.86902	911.29803	2356.93091	261.27344	2762.76807	252.87059	416.4313	422.32373	527.91187	312.0123	933.37378	226.43051	303.79395	277.52057	555.54285	7445.45703	370.15372	358.23096	299.4668	207.18469	253.32567	556.36359	230.59163	1081.22412	243.4106	1428.49841	217.37689	237.03453	274.65665	317.27814	136.60219	266.17081	205.0351	221.65771	343.72964	97.2092	232.06432	228.26257	2807
"95(1,H11)"	2-SERPR7200	3599.07422	3896.37866	695.54095	17307.10352	2123.70215	817.57947	988.09198	952.46649	890.66821	694.56561	410.89697	205.62573	6200.05078	1253.95007	1285.06421	1240.30505	549.84869	722.66376	3077.2439	1010.13831	1338.96643	159.08167	13403.17285	370.53204	442.39551	1081.68469	4647.11133	554.95264	5441.21045	434.1055	2140.06836	1490.59509	3557.33472	655.85565	1567.98901	308.16791	822.86694	701.90424	1186.95532	4497.84424	885.68823	547.79163	735.75488	477.01791	602.63098	858.29614	456.85526	877.27142	420.42905	754.80499	606.24133	468.66745	638.25281	590.06287	112.86549	578.71014	115.47409	149.95239	703.99261	111.55662	566.59821	153.56474	5157
"96(1,H12)"	2-SERPR7208	316.85483	619.99878	155.34834	1235.12903	146.54716	553.82635	908.7702	286.0433	434.29633	717.73218	109.66309	93.67424	10570.65137	464.55978	109.23031	423.16931	499.31461	155.85315	199.07155	495.95026	144.36989	124.03768	72.41657	201.0612	161.08167	102.85294	260.69522	116.65532	503.20715	63.91789	171.67795	129.67136	212.97507	109.28107	229.30742	128.79762	294.61374	357.91049	211.15974	251.59692	221.83577	158.84196	213.73415	230.71803	293.99548	433.21414	179.55351	210.04311	369.62241	1455.52893	200.01572	220.69392	313.37314	317.3176	72.31142	208.79297	149.63037	210.36984	289.16602	131.1609	224.11328	305.36124	1399
																																																																
																																																																
DataType:	Count																																																															
Location	Sample	Adenovirus T3	Adenovirus T5	Bordetella p. Toxin	Bordetella p. FHA	HKU1_S	OC43_NP	OC43_S	HKU1_NP	CMV	Diptheria Toxin	229E_NP	Mumps_NP	EBV gp125	NL63_NP	Echovirus	Enterovirus CoxB3 VP1	HBeAg	NL63_S	229E_S	HBcAg	HCcAg	Measles_NP	ADE5	HEV ORF2	Measles lysate	Rub	ADE40	Mumps lysate	Tet_Tox	FluA	Norovirus GII.4 VLP	Norovirus GII.4 VP1	Norovirus GII.6 VLP	Respiratory Syncytial A	Respiratory Syncytial B	RSV gG	Rhinovirus T1A lysate	Rotavirus VP7	Tetanus Toxin	Varicella-Zoster Virus	Toxoplasma gondii SAG2	Hepatitis A	HBsAg	Mumps	Rubella Capsid	Rubella E2	HPV 16	HPV 18	Varicella-Zoster Virus ORF26	Lepto_CNR	OspA	OspC	p41B31	p41PKo	VlsEB31	VlSEPBi	B.Afzelii	B.Garinii	B.b Flagellin	B.b VlsE	OspB	EColi_lysat	Total Events
"1(1,A1)"	Background0	61	40	107	91	123	108	116	104	55	86	98	94	48	129	113	72	64	119	92	98	28	95	92	80	96	108	96	69	105	121	57	122	61	61	59	55	42	46	39	62	52	48	38	48	45	52	73	66	72	72	33	46	45	37	106	41	95	91	33	83	44	87	4619
"2(1,A2)"	Standard1	41	27	84	70	85	92	102	66	39	67	85	50	55	75	91	74	59	90	69	82	29	82	58	70	83	80	65	53	103	102	40	94	43	44	64	57	43	58	41	66	27	48	31	52	46	41	81	43	70	66	67	36	76	55	91	56	54	73	50	71	57	63	3932
"3(1,A3)"	Standard2	72	30	75	79	64	92	85	63	41	76	58	63	51	88	76	60	73	76	64	84	41	73	54	61	75	68	65	67	78	74	51	73	56	43	72	54	43	62	59	75	57	41	47	44	47	47	60	58	71	57	53	30	75	61	77	49	64	57	58	55	59	49	3830
"4(1,A4)"	Standard3	62	30	93	88	113	94	117	80	56	70	96	83	64	97	88	79	67	113	77	122	36	83	73	50	86	93	88	56	76	90	57	105	56	63	52	85	52	49	40	71	60	45	30	49	56	45	77	47	79	70	57	48	60	48	105	51	87	74	57	77	63	89	4424
"5(1,A5)"	Standard4	59	43	96	94	92	90	106	64	51	85	72	64	62	76	94	57	72	102	72	96	29	84	71	69	96	94	78	73	90	87	56	115	32	49	60	71	57	68	39	64	31	38	35	52	41	47	60	48	74	74	39	39	42	33	73	40	92	74	28	86	43	77	4095
"6(1,A6)"	Standard5	38	29	71	77	75	89	106	67	37	76	82	64	43	87	70	57	61	92	69	73	38	64	58	52	85	75	82	60	85	71	45	103	48	47	54	53	38	47	27	50	34	47	35	52	53	34	61	53	59	72	38	44	47	40	83	28	60	73	26	66	34	82	3666
"7(1,A7)"	Standard6	40	33	63	48	62	68	57	40	39	43	45	42	45	54	49	45	57	64	57	70	31	41	39	43	59	60	60	44	69	52	45	61	41	37	43	47	53	55	34	57	33	46	31	45	53	32	57	54	64	55	44	30	44	33	52	40	56	46	41	46	42	50	2986
"8(1,A8)"	Standard7	47	35	91	83	76	85	88	56	55	64	75	93	62	71	63	55	70	70	70	74	30	67	63	57	79	69	56	66	102	67	84	109	56	64	57	69	57	54	36	60	51	48	45	57	39	52	73	57	89	71	59	45	49	57	58	52	76	77	51	71	53	59	3974
"9(1,A9)"	Standard8	53	40	103	83	80	74	100	58	57	73	75	75	55	92	84	61	70	101	77	94	29	70	79	57	85	74	69	60	101	84	46	112	49	72	65	60	63	50	48	56	45	55	50	38	41	56	86	61	73	79	56	41	46	52	81	37	70	82	46	75	41	62	4107
"10(1,A10)"	Standard9	45	32	68	61	87	81	88	65	46	58	76	77	49	72	67	46	48	84	73	92	23	74	60	60	78	73	73	58	86	76	45	102	49	35	46	65	40	58	36	75	33	42	27	40	36	36	73	46	53	65	30	35	30	36	69	32	64	51	21	63	25	69	3503
"11(1,A11)"	Standard10	46	30	54	68	76	77	68	50	43	65	73	49	37	59	50	48	54	70	54	70	42	60	56	56	50	54	53	43	58	56	44	67	44	54	51	63	49	50	49	54	44	42	35	38	38	44	48	52	60	65	42	32	40	31	39	39	60	48	48	62	36	44	3181
"12(1,A12)"	Standard11	55	48	120	72	109	104	131	87	58	66	104	91	66	111	99	72	64	111	84	108	34	89	81	64	102	99	113	88	121	103	55	97	80	65	71	55	48	82	50	80	38	49	35	71	54	40	84	56	90	93	31	46	44	41	113	38	90	87	36	79	37	63	4652
"13(1,B1)"	2-SERPR7201	36	30	58	49	60	57	65	55	35	47	43	37	60	64	54	60	63	53	47	71	44	59	51	57	56	59	51	45	63	46	39	75	50	48	50	58	52	40	36	38	55	55	33	50	49	59	51	47	65	61	58	33	52	40	62	52	52	57	48	47	48	51	3186
"14(1,B2)"	2-SERPR7122	48	33	99	95	80	93	90	71	36	86	63	66	41	101	67	64	70	99	75	111	36	64	86	67	103	73	78	52	125	71	50	80	64	39	66	63	35	67	44	70	59	46	31	49	31	33	71	57	86	59	57	43	57	61	85	53	65	78	30	76	44	72	4064
"15(1,B3)"	2-SERPR7130	56	45	90	98	106	98	97	84	67	75	89	74	52	106	91	77	96	107	84	98	30	77	68	67	102	91	93	50	90	104	56	114	54	54	70	86	56	78	35	77	56	57	40	64	63	43	94	62	84	74	54	53	69	64	93	48	66	84	41	59	56	77	4543
"16(1,B4)"	2-SERPR7138	54	42	79	55	84	92	90	71	31	76	79	67	68	64	79	58	74	91	68	65	35	56	80	44	68	76	64	53	77	90	43	81	66	46	67	62	53	63	44	66	53	46	34	56	45	40	67	40	58	52	46	39	64	52	68	52	54	55	64	60	48	56	3770
"17(1,B5)"	2-SERPR7146	46	32	79	56	85	82	86	61	46	58	66	50	61	74	77	60	62	86	63	81	34	59	47	52	61	81	70	53	81	78	30	76	51	46	50	54	48	60	42	63	50	40	46	41	41	30	73	60	72	65	47	38	53	46	57	46	61	65	36	75	48	55	3592
"18(1,B6)"	2-SERPR7154	56	30	69	78	102	88	81	50	56	63	73	60	64	83	67	55	75	84	66	75	40	53	67	60	70	63	58	64	97	89	46	68	57	53	67	46	61	54	59	73	67	62	38	55	38	62	73	53	71	50	62	49	55	52	87	61	64	57	55	64	65	50	3910
"19(1,B7)"	2-SERPR7162	55	36	92	87	77	116	106	81	43	55	85	62	60	90	81	85	77	84	59	73	35	63	73	58	95	87	76	68	84	78	52	94	45	49	56	58	61	53	43	68	56	52	29	68	49	47	82	47	80	77	60	37	64	59	65	55	74	72	48	71	60	78	4130
"20(1,B8)"	2-SERPR7170	57	23	105	68	93	78	74	46	42	73	67	61	51	76	65	54	72	74	62	84	37	60	75	67	86	76	67	58	95	67	41	98	69	69	47	65	44	56	43	53	51	49	41	41	51	47	69	54	62	61	60	28	85	52	66	45	39	44	52	73	66	43	3777
"21(1,B9)"	2-SERPR7178	48	28	79	65	79	80	76	71	60	77	78	77	52	70	68	57	74	89	65	76	28	68	53	55	77	59	60	49	82	68	47	102	59	49	52	72	50	40	41	61	53	41	38	43	52	48	65	64	62	75	56	43	52	58	66	41	62	78	56	56	64	66	3780
"22(1,B10)"	2-SERPR7186	49	34	68	64	79	86	94	72	52	54	74	56	47	76	69	57	50	72	67	83	21	71	61	60	76	71	62	59	89	60	42	84	56	34	48	66	34	37	25	64	38	40	26	51	46	29	76	47	67	40	47	30	56	50	58	42	51	59	41	67	47	56	3487
"23(1,B11)"	2-SERPR7194	56	38	60	60	71	73	81	60	35	57	60	47	50	74	52	55	36	66	75	74	38	54	64	32	58	62	57	48	82	56	37	70	42	54	58	53	42	42	47	43	37	37	30	53	36	40	60	42	59	42	33	34	39	39	62	48	45	44	43	56	41	57	3196
"24(1,B12)"	2-SERPR7202	64	30	94	54	97	99	79	53	57	82	77	70	45	86	87	63	72	64	67	71	37	84	72	62	80	90	67	59	103	68	48	87	44	53	53	77	51	45	45	72	67	43	30	57	43	31	79	47	73	76	63	59	60	62	67	61	61	63	55	62	55	77	3999
"25(1,C1)"	2-SERPR7115	44	25	90	82	86	91	93	67	68	61	66	67	49	82	101	41	72	89	57	93	44	76	84	54	95	79	84	66	94	91	51	93	54	48	54	68	72	69	59	64	67	61	23	53	40	49	79	58	87	52	55	25	72	49	63	76	59	61	66	70	79	56	4123
"26(1,C2)"	2-SERPR7123	61	35	74	62	66	79	80	58	56	58	68	64	58	78	64	67	73	89	68	85	30	81	75	66	98	85	72	62	84	72	50	76	64	55	67	58	77	62	52	71	69	58	40	63	62	49	78	75	82	67	52	38	81	65	70	51	53	67	68	59	74	71	4092
"27(1,C3)"	2-SERPR7131	50	30	69	47	58	80	60	36	51	52	48	45	56	56	49	40	48	64	44	51	40	48	38	41	60	42	54	48	75	62	45	68	47	41	48	60	54	60	46	57	38	37	38	41	39	44	47	42	61	50	36	31	48	57	48	36	49	59	38	47	43	47	3044
"28(1,C4)"	2-SERPR7139	46	30	62	60	61	59	75	31	33	49	51	59	40	61	58	48	74	67	50	62	35	59	46	57	62	74	50	46	66	66	31	71	40	56	48	58	41	43	49	51	35	51	30	32	39	48	64	41	53	56	41	34	53	46	63	47	61	75	45	40	52	64	3195
"29(1,C5)"	2-SERPR7147	38	27	72	56	57	68	72	54	46	61	74	63	34	87	55	53	56	70	54	71	19	56	60	55	88	63	58	53	69	66	31	76	40	50	45	50	42	34	28	55	35	42	22	48	30	28	57	43	51	39	43	27	51	38	71	36	41	34	33	60	55	45	3135
"30(1,C6)"	2-SERPR7155	55	33	77	61	66	82	62	63	42	66	77	48	49	67	55	54	69	69	51	64	39	53	48	45	68	47	50	69	83	46	50	73	35	50	65	56	68	65	49	66	50	44	54	46	49	40	65	60	65	60	49	30	49	71	54	37	67	53	48	50	36	40	3452
"31(1,C7)"	2-SERPR7163	56	41	88	79	89	77	84	56	50	57	81	74	59	77	70	67	79	74	74	72	39	51	66	58	86	65	73	48	93	72	58	81	63	69	68	66	66	57	61	73	66	62	29	67	51	53	89	53	76	73	69	35	71	59	80	44	52	77	62	74	73	64	4096
