Program,xPONENT,,MAGPIX,,,,,,,,,,,,,
"5(1,A5)",S,4272.5,738.5,1375,4319,1825,61,1267,601.5,781,496,,,,,
"6(1,A6)",S,2212.5,392,696.5,2231.5,968,37,634,357,452,465,,,,,
"7(1,A7)",S,1127,218,368.5,1239.5,450,30,314,183,301.5,449,,,,,
"8(1,A8)",S,732,114.5,194.5,695,308.5,25,191,113,236,495,,,,,
"9(1,A9)",S,395,65,109.5,379.5,148.5,21,109.5,69,200,455,,,,,
"10(1,A10)",S,174,37.5,55,185,83,20,53,45,171,464,,,,,
"11(1,A11)",S,107,28,38,105.5,54,21,38,35,149,518,,,,,
"12(1,A12)",S,39,18.5,21,39,29,19,21.5,26,150.5,422,,,,,
"13(1,B1)",Unknown13,101,141,1086,2355,53.5,40,642.5,42,144,546,,,,,
"14(1,B2)",Unknown14,1329,196,1123,2167.5,496,127,321.5,318,644.5,516,,,,,
"15(1,B3)",Unknown15,103.5,114,1971,5066,77,76,600.5,180,156,521,,,,,
"16(1,B4)",Unknown16,3612.5,237,1609.5,2324,1987,36,162,399,633.5,513,,,,,
"17(1,B5)",Unknown17,129,182,1087,2966,168,135,1211,266,199,530,,,,,
"18(1,B6)",Unknown18,5386,273,2235,7421,2295,142,1182,794,672,486,,,,,
"19(1,B7)",Unknown19,4350,288.5,2717,5393,2743,82,2142,120,860,504,,,,,
"20(1,B8)",Unknown20,91,517,2121,2185,114,53.5,1599.5,79,164.5,534,,,,,
"21(1,B9)",Unknown21,30,267,5020.5,2505.5,55,107,1835,54,149,465,,,,,
"22(1,B10)",Unknown22,124,369,4902,7056,129,110,13051,201,211,478,,,,,
"23(1,B11)",Unknown23,1936.5,340,1857,1530,459,64,724.5,115,890,506,,,,,
"24(1,B12)",Unknown24,56,135,4502,3066,62,120,5417.5,56,140,486,,,,,
"25(1,C1)",Unknown25,68.5,186,2224.5,3154,84,70.5,1054.5,69,107,529,,,,,
"26(1,C2)",Unknown26,117,116,1299,1914,104,97,725,103,144,548,,,,,
"27(1,C3)",Unknown27,79,343,1815,1895.5,138,86,836,143,154,519,,,,,
"28(1,C4)",Unknown28,162,234,476,5509,82.5,57,2006,63,524,535,,,,,
"29(1,C5)",Unknown29,7844.5,683,1630,4200,6952,117,729.5,284.5,1199,567,,,,,
"30(1,C6)",Unknown30,1949,1058,2327.5,2974,1091,46,1332,904,546.5,553,,,,,
"31(1,C7)",Unknown31,112,221,987,3137.5,79,61,624,74,173,590,,,,,
"32(1,C8)",Unknown32,155.5,325,894,1899,66,57,962,66,145,533,,,,,
"33(1,C9)",Unknown33,2033.5,325.5,1410.5,5333.5,784,207,632,735,686,508,,,,,
"34(1,C10)",Unknown34,110,298,3021.5,2327,75,57.5,1926,67,146,503,,,,,
"35(1,C11)",Unknown35,1697,196,4585,4983,955,72.5,1218.5,141.5,796,524,,,,,
"36(1,C12)",Unknown36,775,532,1892,4344,1430,897,3788,2987,636,499,,,,,
"37(1,D1)",Unknown37,54,155.5,196,4697,68.5,86,74,59,553,575,,,,,
"38(1,D2)",Unknown38,58,126,1707.5,1056.5,58,54,416,60.5,173,574,,,,,
"39(1,D3)",Unknown39,49,225,619,2272.5,77.5,66,1628,108,124,563,,,,,
"40(1,D4)",Unknown40,114.5,148,4300,6656,83,71,5148,65.5,143,526,,,,,
"41(1,D5)",Unknown41,11471,732,2924,4686,7198,97.5,1845,323,3105.5,558,,,,,
"42(1,D6)",Unknown42,115,112,2155,3876,71,56,2364.5,66,123,557,,,,,
"43(1,D7)",Unknown43,128,370.5,3188,2229,161.5,113.5,1726,244,155,569,,,,,
"44(1,D8)",Unknown44,817,780,672,4943,260,44,1105,92,530,508,,,,,
"45(1,D9)",Unknown45,2540,730,598,4759,1236,78,182.5,978,1906,527,,,,,
"46(1,D10)",Unknown46,3179,654,2178,4282,1654,52,765.5,365,1100.5,542,,,,,
"47(1,D11)",Unknown47,39.5,174.5,1555.5,1724,75.5,64,1244,75.5,121,497,,,,,
"48(1,D12)",Unknown48,3632,179,2975,6220.5,1625,77,810.5,169,1125,482,,,,,
"49(1,E1)",Unknown49,108,132,2961,4494,53,55,593,52,133,558,,,,,
"50(1,E2)",Unknown50,125.5,441,3693.5,3972,91,64,1676.5,73,97,574,,,,,
"51(1,E3)",Unknown51,51.5,217,212,557,55,46.5,593.5,61.5,137,545,,,,,
"52(1,E4)",Unknown52,50,156.5,1611,1516,81,73,827,98,148,560,,,,,
"53(1,E5)",Unknown53,2588,280.5,1929,3304.5,1112,82,281.5,209.5,736.5,591,,,,,
"54(1,E6)",Unknown54,612,153,397.5,1557,128,32,252,45,434,573,,,,,
"55(1,E7)",Unknown55,189.5,180,1251,3632,58,56.5,105,54,143.5,546,,,,,
"56(1,E8)",Unknown56,55,300.5,561,318,38,28,333.5,42.5,120,527,,,,,
"57(1,E9)",Unknown57,166,149.5,1120.5,2277.5,109,70,205.5,104,182,532,,,,,
"58(1,E10)",Unknown58,46,378,763,1739,80,51,768,67.5,125,507,,,,,
"59(1,E11)",Unknown59,32,83,329,1150,56,39,324.5,68,124,513,,,,,
"60(1,E12)",Unknown60,3140,308,1000,2243,3078.5,163.5,714.5,639,350,480,,,,,
"61(1,F1)",Unknown61,127,273,4341.5,2482.5,118,70,2507,101,193.5,554,,,,,
"62(1,F2)",Unknown62,2681.5,307,2072.5,2622,885,53,401.5,198,678.5,545,,,,,
"63(1,F3)",Unknown63,505,158.5,4341,6597,319,81.5,1992,40.5,140,517,,,,,
"64(1,F4)",Unknown64,5370.5,385.5,4064,6497.5,2643,69,925.5,168,1317,494,,,,,
"65(1,F5)",Unknown65,1538,478,1888,10465.5,572,78.5,374,215,593,541,,,,,
"66(1,F6)",Unknown66,47,258,275.5,1512,70,49,1036,51.5,141,523,,,,,
"67(1,F7)",Unknown67,661.5,348,1275,2649,1042,647,1772.5,2654.5,501.5,531,,,,,
"68(1,F8)",Unknown68,561,203.5,362.5,3012,196,40,397.5,166.5,455.5,538,,,,,
"69(1,F9)",Unknown69,80,96,1690.5,2271,48,57,337.5,48,282,522,,,,,
"70(1,F10)",Unknown70,64,376.5,509,787.5,47.5,37,2125,60,127,518,,,,,
"71(1,F11)",Unknown71,71,167,922,1157,119,47,334,92,122.5,578,,,,,
"72(1,F12)",Unknown72,167,143,1623,423,310.5,155,375.5,593,186.5,484,,,,,
"73(1,G1)",Unknown73,95,220,3884,2288.5,100,78,2854.5,83,184.5,594,,,,,
"74(1,G2)",Unknown74,273,392,2039,3484.5,448,264,1648,1060,240,577,,,,,
"75(1,G3)",Unknown75,6285,670.5,4571,11697.5,2982,86,2561,686,640,537,,,,,
"76(1,G4)",Unknown76,3627,450,2389.5,3533,1980,327,1563,1649,1458,552,,,,,
"77(1,G5)",Unknown77,74.5,201.5,2434.5,2409,138.5,66,2047.5,95,464,519,,,,,
"78(1,G6)",Unknown78,515.5,102,433,4692,62,51,597,69,138,525,,,,,
"79(1,G7)",Unknown79,2706,149,1340,5010,792,43,1108,59,566.5,554,,,,,
"80(1,G8)",Unknown80,5519,871,2384,11666,475,84,2517.5,767,6341,535,,,,,
"81(1,G9)",Unknown81,4626,151.5,876,4941,2022.5,60,485,76,687,545,,,,,
"82(1,G10)",Unknown82,11433,1624.5,3567,4774,4598,49,2155.5,156,9730.5,501,,,,,
"83(1,G11)",Unknown83,2207,886,5302,6404.5,910,56,3219,228.5,1011.5,515,,,,,
"84(1,G12)",Unknown84,6529,586,885.5,4809,4020,88.5,689.5,416,1081,504,,,,,
"85(1,H1)",Unknown85,28,122,1333.5,2076,44,44,1089.5,42,110,536,,,,,
"86(1,H2)",Unknown86,111,288.5,6346.5,4402,154,85,2434,239,145,621,,,,,
"87(1,H3)",Unknown87,2810.5,252.5,489,3045,2482.5,38.5,1117,328,223.5,574,,,,,
"88(1,H4)",Unknown88,94,108,3652,2018,74,49,2301,45,115.5,517,,,,,
"89(1,H5)",Unknown89,62,153.5,531.5,2099.5,57,49,1697,48.5,163,560,,,,,
"90(1,H6)",Unknown90,88,217,2517,1950,138.5,109,2755,126,124.5,471,,,,,
"91(1,H7)",Unknown91,1105,253,519,902,492,32.5,145,85,502,619,,,,,
"92(1,H8)",Unknown92,2744.5,2777,2500.5,6145.5,1163.5,67.5,4126,246,540,643,,,,,
"93(1,H9)",Unknown93,72,351,4158,1215,734,42,1464,54,123,510,,,,,
"94(1,H10)",Unknown94,130,165,521.5,1744,150.5,65,422,88.5,138.5,536,,,,,
"95(1,H11)",Unknown95,1350,100,322,1536.5,476,51,357,78.5,288,514,,,,,
"96(1,H12)",Unknown96,61,122,1342,2099.5,42.5,42,714,45,129,381,,,,,
,,,,,,,,,,,,,,,,
DataType:,Net MFI,,,,,,,,,,,,,,,
Location,Sample,spike,ME,HKU1,OC43,RBD,NL63,229E,NP,S2,Total Events,,,,,
"1(1,A1)",B,18,15,15,20,20,20,17,25,152.5,548,,,,,
"2(1,A2)",S,14261,4385,7508,13949.5,8444,400,7437,2691,3406,476,,,,,
"3(1,A3)",S,10468,2312,4431,10182,5835,185,4347,1710.5,2050,508,,,,,
"4(1,A4)",S,7598,1413,2542,7232,4056,102,2544,1128,1303.5,526,,,,,
"5(1,A5)",S,4272.5,738.5,1375,4319,1825,61,1267,601.5,781,496,,,,,
"6(1,A6)",S,2212.5,392,696.5,2231.5,968,37,634,357,452,465,,,,,
"7(1,A7)",S,1127,218,368.5,1239.5,450,30,314,183,301.5,449,,,,,
"8(1,A8)",S,732,114.5,194.5,695,308.5,25,191,113,236,495,,,,,
"9(1,A9)",S,395,65,109.5,379.5,148.5,21,109.5,69,200,455,,,,,
"10(1,A10)",S,174,37.5,55,185,83,20,53,45,171,464,,,,,
"11(1,A11)",S,107,28,38,105.5,54,21,38,35,149,518,,,,,
"12(1,A12)",S,39,18.5,21,39,29,19,21.5,26,150.5,422,,,,,
"13(1,B1)",Unknown13,101,141,1086,2355,53.5,40,642.5,42,144,546,,,,,
"14(1,B2)",Unknown14,1329,196,1123,2167.5,496,127,321.5,318,644.5,516,,,,,
"15(1,B3)",Unknown15,103.5,114,1971,5066,77,76,600.5,180,156,521,,,,,
"16(1,B4)",Unknown16,3612.5,237,1609.5,2324,1987,36,162,399,633.5,513,,,,,
"17(1,B5)",Unknown17,129,182,1087,2966,168,135,1211,266,199,530,,,,,
"18(1,B6)",Unknown18,5386,273,2235,7421,2295,142,1182,794,672,486,,,,,
"19(1,B7)",Unknown19,4350,288.5,2717,5393,2743,82,2142,120,860,504,,,,,
"20(1,B8)",Unknown20,91,517,2121,2185,114,53.5,1599.5,79,164.5,534,,,,,
"21(1,B9)",Unknown21,30,267,5020.5,2505.5,55,107,1835,54,149,465,,,,,
"22(1,B10)",Unknown22,124,369,4902,7056,129,110,13051,201,211,478,,,,,
"23(1,B11)",Unknown23,1936.5,340,1857,1530,459,64,724.5,115,890,506,,,,,
"24(1,B12)",Unknown24,56,135,4502,3066,62,120,5417.5,56,140,486,,,,,
"25(1,C1)",Unknown25,68.5,186,2224.5,3154,84,70.5,1054.5,69,107,529,,,,,
"26(1,C2)",Unknown26,117,116,1299,1914,104,97,725,103,144,548,,,,,
"27(1,C3)",Unknown27,79,343,1815,1895.5,138,86,836,143,154,519,,,,,
"28(1,C4)",Unknown28,162,234,476,5509,82.5,57,2006,63,524,535,,,,,
"29(1,C5)",Unknown29,7844.5,683,1630,4200,6952,117,729.5,284.5,1199,567,,,,,
"30(1,C6)",Unknown30,1949,1058,2327.5,2974,1091,46,1332,904,546.5,553,,,,,
"31(1,C7)",Unknown31,112,221,987,3137.5,79,61,624,74,173,590,,,,,
"32(1,C8)",Unknown32,155.5,325,894,1899,66,57,962,66,145,533,,,,,
"33(1,C9)",Unknown33,2033.5,325.5,1410.5,5333.5,784,207,632,735,686,508,,,,,
"34(1,C10)",Unknown34,110,298,3021.5,2327,75,57.5,1926,67,146,503,,,,,
"35(1,C11)",Unknown35,1697,196,4585,4983,955,72.5,1218.5,141.5,796,524,,,,,
"36(1,C12)",Unknown36,775,532,1892,4344,1430,897,3788,2987,636,499,,,,,
"37(1,D1)",Unknown37,54,155.5,196,4697,68.5,86,74,59,553,575,,,,,
"38(1,D2)",Unknown38,58,126,1707.5,1056.5,58,54,416,60.5,173,574,,,,,
"39(1,D3)",Unknown39,49,225,619,2272.5,77.5,66,1628,108,124,563,,,,,
"40(1,D4)",Unknown40,114.5,148,4300,6656,83,71,5148,65.5,143,526,,,,,
"41(1,D5)",Unknown41,11471,732,2924,4686,7198,97.5,1845,323,3105.5,558,,,,,
"42(1,D6)",Unknown42,115,112,2155,3876,71,56,2364.5,66,123,557,,,,,
"43(1,D7)",Unknown43,128,370.5,3188,2229,161.5,113.5,1726,244,155,569,,,,,
"44(1,D8)",Unknown44,817,780,672,4943,260,44,1105,92,530,508,,,,,
"45(1,D9)",Unknown45,2540,730,598,4759,1236,78,182.5,978,1906,527,,,,,
"46(1,D10)",Unknown46,3179,654,2178,4282,1654,52,765.5,365,1100.5,542,,,,,
"47(1,D11)",Unknown47,39.5,174.5,1555.5,1724,75.5,64,1244,75.5,121,497,,,,,
"48(1,D12)",Unknown48,3632,179,2975,6220.5,1625,77,810.5,169,1125,482,,,,,
"49(1,E1)",Unknown49,108,132,2961,4494,53,55,593,52,133,558,,,,,
"50(1,E2)",Unknown50,125.5,441,3693.5,3972,91,64,1676.5,73,97,574,,,,,
"51(1,E3)",Unknown51,51.5,217,212,557,55,46.5,593.5,61.5,137,545,,,,,
"52(1,E4)",Unknown52,50,156.5,1611,1516,81,73,827,98,148,560,,,,,
"53(1,E5)",Unknown53,2588,280.5,1929,3304.5,1112,82,281.5,209.5,736.5,591,,,,,
"54(1,E6)",Unknown54,612,153,397.5,1557,128,32,252,45,434,573,,,,,
"55(1,E7)",Unknown55,189.5,180,1251,3632,58,56.5,105,54,143.5,546,,,,,
"56(1,E8)",Unknown56,55,300.5,561,318,38,28,333.5,42.5,120,527,,,,,
"57(1,E9)",Unknown57,166,149.5,1120.5,2277.5,109,70,205.5,104,182,532,,,,,
"58(1,E10)",Unknown58,46,378,763,1739,80,51,768,67.5,125,507,,,,,
"59(1,E11)",Unknown59,32,83,329,1150,56,39,324.5,68,124,513,,,,,
"60(1,E12)",Unknown60,3140,308,1000,2243,3078.5,163.5,714.5,639,350,480,,,,,
"61(1,F1)",Unknown61,127,273,4341.5,2482.5,118,70,2507,101,193.5,554,,,,,
"62(1,F2)",Unknown62,2681.5,307,2072.5,2622,885,53,401.5,198,678.5,545,,,,,
"63(1,F3)",Unknown63,505,158.5,4341,6597,319,81.5,1992,40.5,140,517,,,,,
"64(1,F4)",Unknown64,5370.5,385.5,4064,6497.5,2643,69,925.5,168,1317,494,,,,,
"65(1,F5)",Unknown65,1538,478,1888,10465.5,572,78.5,374,215,593,541,,,,,
"66(1,F6)",Unknown66,47,258,275.5,1512,70,49,1036,51.5,141,523,,,,,
"67(1,F7)",Unknown67,661.5,348,1275,2649,1042,647,1772.5,2654.5,501.5,531,,,,,
"68(1,F8)",Unknown68,561,203.5,362.5,3012,196,40,397.5,166.5,455.5,538,,,,,
"69(1,F9)",Unknown69,80,96,1690.5,2271,48,57,337.5,48,282,522,,,,,
"70(1,F10)",Unknown70,64,376.5,509,787.5,47.5,37,2125,60,127,518,,,,,
"71(1,F11)",Unknown71,71,167,922,1157,119,47,334,92,122.5,578,,,,,
"72(1,F12)",Unknown72,167,143,1623,423,310.5,155,375.5,593,186.5,484,,,,,
"73(1,G1)",Unknown73,95,220,3884,2288.5,100,78,2854.5,83,184.5,594,,,,,
"74(1,G2)",Unknown74,273,392,2039,3484.5,448,264,1648,1060,240,577,,,,,
"75(1,G3)",Unknown75,6285,670.5,4571,11697.5,2982,86,2561,686,640,537,,,,,
"76(1,G4)",Unknown76,3627,450,2389.5,3533,1980,327,1563,1649,1458,552,,,,,
"77(1,G5)",Unknown77,74.5,201.5,2434.5,2409,138.5,66,2047.5,95,464,519,,,,,
"78(1,G6)",Unknown78,515.5,102,433,4692,62,51,597,69,138,525,,,,,
"79(1,G7)",Unknown79,2706,149,1340,5010,792,43,1108,59,566.5,554,,,,,
"80(1,G8)",Unknown80,5519,871,2384,11666,475,84,2517.5,767,6341,535,,,,,
"81(1,G9)",Unknown81,4626,151.5,876,4941,2022.5,60,485,76,687,545,,,,,
"82(1,G10)",Unknown82,11433,1624.5,3567,4774,4598,49,2155.5,156,9730.5,501,,,,,
"83(1,G11)",Unknown83,2207,886,5302,6404.5,910,56,3219,228.5,1011.5,515,,,,,
"84(1,G12)",Unknown84,6529,586,885.5,4809,4020,88.5,689.5,416,1081,504,,,,,
"85(1,H1)",Unknown85,28,122,1333.5,2076,44,44,1089.5,42,110,536,,,,,
"86(1,H2)",Unknown86,111,288.5,6346.5,4402,154,85,2434,239,145,621,,,,,
"87(1,H3)",Unknown87,2810.5,252.5,489,3045,2482.5,38.5,1117,328,223.5,574,,,,,
"88(1,H4)",Unknown88,94,108,3652,2018,74,49,2301,45,115.5,517,,,,,
"89(1,H5)",Unknown89,62,153.5,531.5,2099.5,57,49,1697,48.5,163,560,,,,,
"90(1,H6)",Unknown90,88,217,2517,1950,138.5,109,2755,126,124.5,471,,,,,
"91(1,H7)",Unknown91,1105,253,519,902,492,32.5,145,85,502,619,,,,,
"92(1,H8)",Unknown92,2744.5,2777,2500.5,6145.5,1163.5,67.5,4126,246,540,643,,,,,
"93(1,H9)",Unknown93,72,351,4158,1215,734,42,1464,54,123,510,,,,,
"94(1,H10)",Unknown94,130,165,521.5,1744,150.5,65,422,88.5,138.5,536,,,,,
"95(1,H11)",Unknown95,1350,100,322,1536.5,476,51,357,78.5,288,514,,,,,
"96(1,H12)",Unknown96,61,122,1342,2099.5,42.5,42,714,45,129,381,,,,,
,,,,,,,,,,,,,,,,
DataType:,Count,,,,,,,,,,,,,,,
Location,Sample,spike,ME,HKU1,OC43,RBD,NL63,229E,NP,S2,Total Events,,,,,
"1(1,A1)",B,65,68,63,57,42,60,62,83,48,548,,,,,
"2(1,A2)",S,57,59,47,50,59,51,52,68,33,476,,,,,
"3(1,A3)",S,72,66,42,65,52,57,45,66,43,508,,,,,
"4(1,A4)",S,55,71,51,63,47,67,51,73,48,526,,,,,
"5(1,A5)",S,48,78,41,49,41,67,41,80,51,496,,,,,
"6(1,A6)",S,60,63,40,48,46,67,43,47,51,465,,,,,
"7(1,A7)",S,51,56,48,58,37,45,48,66,40,449,,,,,
"8(1,A8)",S,64,70,48,41,46,37,65,60,64,495,,,,,
"9(1,A9)",S,49,56,56,60,46,43,42,55,48,455,,,,,
"10(1,A10)",S,54,52,49,54,44,53,49,63,46,464,,,,,
"11(1,A11)",S,71,73,35,52,56,53,54,69,55,518,,,,,
"12(1,A12)",S,58,46,46,47,52,33,44,50,46,422,,,,,
"13(1,B1)",Unknown13,47,73,46,63,44,69,60,83,61,546,,,,,
"14(1,B2)",Unknown14,80,68,45,36,41,59,68,69,50,516,,,,,
"15(1,B3)",Unknown15,64,70,51,43,49,66,62,61,55,521,,,,,
"16(1,B4)",Unknown16,66,69,48,49,49,55,63,66,48,513,,,,,
"17(1,B5)",Unknown17,63,72,45,61,54,61,63,63,48,530,,,,,
"18(1,B6)",Unknown18,57,63,46,53,48,46,49,70,54,486,,,,,
"19(1,B7)",Unknown19,60,64,43,53,50,56,56,71,51,504,,,,,
"20(1,B8)",Unknown20,57,63,50,64,62,54,58,78,48,534,,,,,
"21(1,B9)",Unknown21,56,58,34,56,49,50,39,74,49,465,,,,,
"22(1,B10)",Unknown22,48,71,48,63,52,43,45,59,49,478,,,,,
"23(1,B11)",Unknown23,68,58,41,47,46,64,64,69,49,506,,,,,
"24(1,B12)",Unknown24,43,72,39,72,55,51,48,57,49,486,,,,,
"25(1,C1)",Unknown25,58,69,52,61,53,58,44,75,59,529,,,,,
"26(1,C2)",Unknown26,63,81,35,41,63,71,63,86,45,548,,,,,
"27(1,C3)",Unknown27,57,61,47,72,55,50,47,75,55,519,,,,,
"28(1,C4)",Unknown28,50,78,60,57,50,56,52,85,47,535,,,,,
"29(1,C5)",Unknown29,66,81,51,83,58,63,52,70,43,567,,,,,
"30(1,C6)",Unknown30,57,74,48,63,47,68,67,69,60,553,,,,,
"31(1,C7)",Unknown31,68,83,57,62,66,57,65,73,59,590,,,,,
"32(1,C8)",Unknown32,66,61,47,61,65,59,55,69,50,533,,,,,
"33(1,C9)",Unknown33,62,64,52,54,44,53,59,71,49,508,,,,,
"34(1,C10)",Unknown34,48,68,48,55,54,64,45,63,58,503,,,,,
"35(1,C11)",Unknown35,66,85,44,60,39,60,50,70,50,524,,,,,
"36(1,C12)",Unknown36,74,62,45,49,47,61,55,61,45,499,,,,,
"37(1,D1)",Unknown37,65,90,48,49,58,61,67,84,53,575,,,,,
"38(1,D2)",Unknown38,59,61,50,56,69,73,69,84,53,574,,,,,
"39(1,D3)",Unknown39,69,68,55,52,50,68,55,91,55,563,,,,,
"40(1,D4)",Unknown40,56,56,60,47,48,67,58,82,52,526,,,,,
"41(1,D5)",Unknown41,76,72,33,66,57,76,59,57,62,558,,,,,
"42(1,D6)",Unknown42,78,76,50,75,37,55,54,83,49,557,,,,,
"43(1,D7)",Unknown43,74,58,47,67,56,78,60,82,47,569,,,,,
"44(1,D8)",Unknown44,70,64,39,67,46,53,55,59,55,508,,,,,
"45(1,D9)",Unknown45,59,70,59,57,53,62,48,63,56,527,,,,,
"46(1,D10)",Unknown46,70,59,45,65,51,61,60,71,60,542,,,,,
"47(1,D11)",Unknown47,48,62,40,67,54,53,47,70,56,497,,,,,
"48(1,D12)",Unknown48,56,59,44,50,43,51,60,70,49,482,,,,,
"49(1,E1)",Unknown49,65,66,55,71,40,65,59,76,61,558,,,,,
"50(1,E2)",Unknown50,68,73,52,52,53,75,46,90,65,574,,,,,
"51(1,E3)",Unknown51,76,60,47,61,44,64,52,80,61,545,,,,,
"52(1,E4)",Unknown52,76,80,69,50,51,55,52,70,57,560,,,,,
"53(1,E5)",Unknown53,81,74,54,58,57,55,68,90,54,591,,,,,
"54(1,E6)",Unknown54,68,69,48,65,61,72,64,75,51,573,,,,,
"55(1,E7)",Unknown55,60,77,47,55,55,46,65,89,52,546,,,,,
"56(1,E8)",Unknown56,60,62,39,74,49,64,52,72,55,527,,,,,
"57(1,E9)",Unknown57,74,86,56,58,58,53,48,62,37,532,,,,,
"58(1,E10)",Unknown58,55,68,65,54,47,62,49,62,45,507,,,,,
"59(1,E11)",Unknown59,61,42,49,66,51,60,50,71,63,513,,,,,
"60(1,E12)",Unknown60,64,68,51,59,46,48,42,59,43,480,,,,,
"61(1,F1)",Unknown61,62,73,56,70,40,67,57,81,48,554,,,,,
"62(1,F2)",Unknown62,64,69,48,64,59,58,48,77,58,545,,,,,
"63(1,F3)",Unknown63,61,62,58,49,43,72,53,76,43,517,,,,,
"64(1,F4)",Unknown64,66,42,46,60,49,64,50,63,54,494,,,,,
"65(1,F5)",Unknown65,57,61,65,74,55,50,41,73,65,541,,,,,
"66(1,F6)",Unknown66,57,62,42,70,47,63,59,72,51,523,,,,,
"67(1,F7)",Unknown67,60,63,47,71,45,43,76,78,48,531,,,,,
"68(1,F8)",Unknown68,57,56,68,59,49,55,68,74,52,538,,,,,
"69(1,F9)",Unknown69,67,75,40,49,55,67,58,63,48,522,,,,,
"70(1,F10)",Unknown70,54,66,61,60,32,65,47,85,48,518,,,,,
"71(1,F11)",Unknown71,79,71,58,64,50,56,85,55,60,578,,,,,
"72(1,F12)",Unknown72,59,64,40,67,44,41,44,69,56,484,,,,,
"73(1,G1)",Unknown73,68,81,64,58,63,67,58,83,52,594,,,,,
"74(1,G2)",Unknown74,58,76,40,72,40,65,71,81,74,577,,,,,
"75(1,G3)",Unknown75,68,78,47,50,53,61,61,77,42,537,,,,,
"76(1,G4)",Unknown76,59,69,58,57,63,59,61,77,49,552,,,,,
"77(1,G5)",Unknown77,72,60,52,43,48,55,58,77,54,519,,,,,
"78(1,G6)",Unknown78,80,70,42,47,53,47,57,76,53,525,,,,,
"79(1,G7)",Unknown79,63,74,49,69,59,60,37,79,64,554,,,,,
"80(1,G8)",Unknown80,74,79,55,58,45,61,44,66,53,535,,,,,
"81(1,G9)",Unknown81,73,54,49,74,44,66,65,67,53,545,,,,,
"82(1,G10)",Unknown82,53,46,59,63,54,48,60,74,44,501,,,,,
"83(1,G11)",Unknown83,67,75,35,54,39,55,70,66,54,515,,,,,
"84(1,G12)",Unknown84,71,68,40,47,39,62,50,64,63,504,,,,,
"85(1,H1)",Unknown85,60,76,40,70,52,56,60,63,59,536,,,,,
"86(1,H2)",Unknown86,69,68,50,59,75,66,79,88,67,621,,,,,
